# QRE2COMPLIANCE1
kind	interval_id	start_ts_ns	end_ts_ns	availability_ts_ns	provenance_sha256
COVERAGE	COVERAGE_ALL_2025	1735689600000000000	1751327999999999999	1731205755000000000	3a5939fe7ed0fbaedbbec862075948ea5ad6e6168b758d452329b176df8eb62e
PROHIBITED	EMPLOYMENT_SITUATION_December_2024_20250110T133000Z_1728441203000000000	1736515200000000000	1736516400000000000	1728441203000000000	e9de07a3a1b6d2c504257dbba6434803ad450fa919ace8a7d39ab1945ae2ca21
PROHIBITED	CPI_December_2024_20250115T133000Z_1731205755000000000	1736947200000000000	1736948400000000000	1731205755000000000	8ffa6fac32df0fcf4405d83877282761b1efb72674b1ba0401e0ce90aa51fcd0
PROHIBITED	FOMC_2025_01_29_20250129T190000Z_1687534200000000000	1738176600000000000	1738177800000000000	1687534200000000000	5b19cde83ad8c5e9621f8d02fdcb351912c478756802856f97a63d1447a83b6f
PROHIBITED	EMPLOYMENT_SITUATION_January_2025_20250207T133000Z_1728441203000000000	1738934400000000000	1738935600000000000	1728441203000000000	e9de07a3a1b6d2c504257dbba6434803ad450fa919ace8a7d39ab1945ae2ca21
PROHIBITED	CPI_January_2025_20250212T133000Z_1731205755000000000	1739366400000000000	1739367600000000000	1731205755000000000	8ffa6fac32df0fcf4405d83877282761b1efb72674b1ba0401e0ce90aa51fcd0
PROHIBITED	EMPLOYMENT_SITUATION_February_2025_20250307T133000Z_1728441203000000000	1741353600000000000	1741354800000000000	1728441203000000000	e9de07a3a1b6d2c504257dbba6434803ad450fa919ace8a7d39ab1945ae2ca21
PROHIBITED	CPI_February_2025_20250312T123000Z_1731205755000000000	1741782000000000000	1741783200000000000	1731205755000000000	8ffa6fac32df0fcf4405d83877282761b1efb72674b1ba0401e0ce90aa51fcd0
PROHIBITED	FOMC_2025_03_19_20250319T180000Z_1723224600000000000	1742406600000000000	1742407800000000000	1723224600000000000	0e8c2e6f8dfdefebba746b243d3f4666fbf459721497dd8b911fa1b262dca090
PROHIBITED	EMPLOYMENT_SITUATION_March_2025_20250404T123000Z_1728441203000000000	1743769200000000000	1743770400000000000	1728441203000000000	e9de07a3a1b6d2c504257dbba6434803ad450fa919ace8a7d39ab1945ae2ca21
PROHIBITED	CPI_March_2025_20250410T123000Z_1731205755000000000	1744287600000000000	1744288800000000000	1731205755000000000	8ffa6fac32df0fcf4405d83877282761b1efb72674b1ba0401e0ce90aa51fcd0
PROHIBITED	EMPLOYMENT_SITUATION_April_2025_20250502T123000Z_1728441203000000000	1746188400000000000	1746189600000000000	1728441203000000000	e9de07a3a1b6d2c504257dbba6434803ad450fa919ace8a7d39ab1945ae2ca21
PROHIBITED	FOMC_2025_05_07_20250507T180000Z_1723224600000000000	1746640200000000000	1746641400000000000	1723224600000000000	0e8c2e6f8dfdefebba746b243d3f4666fbf459721497dd8b911fa1b262dca090
PROHIBITED	CPI_April_2025_20250513T123000Z_1731205755000000000	1747138800000000000	1747140000000000000	1731205755000000000	8ffa6fac32df0fcf4405d83877282761b1efb72674b1ba0401e0ce90aa51fcd0
PROHIBITED	EMPLOYMENT_SITUATION_May_2025_20250606T123000Z_1728441203000000000	1749212400000000000	1749213600000000000	1728441203000000000	e9de07a3a1b6d2c504257dbba6434803ad450fa919ace8a7d39ab1945ae2ca21
PROHIBITED	CPI_May_2025_20250611T123000Z_1731205755000000000	1749644400000000000	1749645600000000000	1731205755000000000	8ffa6fac32df0fcf4405d83877282761b1efb72674b1ba0401e0ce90aa51fcd0
PROHIBITED	FOMC_2025_06_18_20250618T180000Z_1723224600000000000	1750269000000000000	1750270200000000000	1723224600000000000	0e8c2e6f8dfdefebba746b243d3f4666fbf459721497dd8b911fa1b262dca090
