id	registered_utc	family	rule	params	spec_sha	code_sha	split_sha	outcome_law_sha	null_seed	parent_trial	selection_rule	days	coverage	delay_med_s	err_rate_hg	err_rate_nkd	err_rate_si	walls_hg	walls_nkd	walls_si	hg_usd_day	nkd_usd_day	si_usd_day	mdd_hg	mdd_nkd	mdd_si	replay_skips	null_margin	verdict	note
sweep3-020	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D0.50/t1800/r4	"[""A2"", 0.5, 1800, 4]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.303333	14850	0.384615	0.381818	0.563636												KILL	stage-A no-cash
sweep3-021	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D0.50/t1800/r8	"[""A2"", 0.5, 1800, 8]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.29	15030	0.408163	0.377358	0.557692												KILL	stage-A no-cash
sweep3-022	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D0.50/t900/r0	"[""A2"", 0.5, 900, 0]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.301667	14520	0.384615	0.410714	0.54717												KILL	stage-A no-cash
sweep3-023	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D0.50/t900/r4	"[""A2"", 0.5, 900, 4]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.303333	14850	0.384615	0.381818	0.563636												KILL	stage-A no-cash
sweep3-024	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D0.50/t900/r8	"[""A2"", 0.5, 900, 8]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.29	15030	0.4	0.377358	0.557692												KILL	stage-A no-cash;SEL NKD:B
sweep3-025	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D0.75/t1800/r0	"[""A2"", 0.75, 1800, 0]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.12	15810	0.4	0.444444	0.592593												KILL	stage-A no-cash
sweep3-026	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D0.75/t1800/r4	"[""A2"", 0.75, 1800, 4]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.116667	15780	0.4	0.44	0.592593												KILL	stage-A no-cash
sweep3-027	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D0.75/t1800/r8	"[""A2"", 0.75, 1800, 8]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.111667	15420	0.363636	0.44	0.576923												KILL	stage-A no-cash
sweep3-028	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D0.75/t900/r0	"[""A2"", 0.75, 900, 0]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.12	15810	0.4	0.444444	0.592593												KILL	stage-A no-cash
sweep3-029	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D0.75/t900/r4	"[""A2"", 0.75, 900, 4]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.116667	15780	0.4	0.44	0.592593												KILL	stage-A no-cash
sweep3-030	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D0.75/t900/r8	"[""A2"", 0.75, 900, 8]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.111667	15420	0.363636	0.44	0.576923												KILL	stage-A no-cash
sweep3-031	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D1.00/t1800/r0	"[""A2"", 1.0, 1800, 0]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.0466667	15240	0.5	0.272727	0.538462												KILL	stage-A no-cash
sweep3-032	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D1.00/t1800/r4	"[""A2"", 1.0, 1800, 4]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.0466667	15360	0.5	0.272727	0.5												KILL	stage-A no-cash
sweep3-033	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D1.00/t1800/r8	"[""A2"", 1.0, 1800, 8]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.045	15480	0.5	0.272727	0.5												KILL	stage-A no-cash
sweep3-034	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D1.00/t900/r0	"[""A2"", 1.0, 900, 0]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.0466667	15240	0.5	0.272727	0.538462												KILL	stage-A no-cash
sweep3-035	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D1.00/t900/r4	"[""A2"", 1.0, 900, 4]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.0466667	15360	0.5	0.272727	0.5												KILL	stage-A no-cash
sweep3-036	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D1.00/t900/r8	"[""A2"", 1.0, 900, 8]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.045	15480	0.5	0.272727	0.5												KILL	stage-A no-cash
sweep3-037	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D1.25/t1800/r0	"[""A2"", 1.25, 1800, 0]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.025	19980		0.333333	0.5												KILL	stage-A no-cash
sweep3-038	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D1.25/t1800/r4	"[""A2"", 1.25, 1800, 4]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.025	20520		0.333333	0.5												KILL	stage-A no-cash
sweep3-039	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D1.25/t1800/r8	"[""A2"", 1.25, 1800, 8]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.0216667	19440		0.2	0.5												KILL	stage-A no-cash
sweep3-040	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D1.25/t900/r0	"[""A2"", 1.25, 900, 0]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.025	19980		0.333333	0.5												KILL	stage-A no-cash
sweep3-041	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D1.25/t900/r4	"[""A2"", 1.25, 900, 4]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.025	20520		0.333333	0.5												KILL	stage-A no-cash
sweep3-042	2026-08-27T18:32:24+00:00	F3-DEEPFADE	A2D1.25/t900/r8	"[""A2"", 1.25, 900, 8]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.0216667	19440		0.2	0.5												KILL	stage-A no-cash
sweep3-043	2026-08-27T18:32:24+00:00	F3-DEEPFADE	HG/BEST	"[""A1"", 0.0, 900, 4]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.490196	4440	0.420455			19			54.7348			3078.75			0	0.0597015	KILL	stage-B BEST A1m+0.00/t900/r4
sweep3-044	2026-08-27T18:32:24+00:00	F3-DEEPFADE	HG/BEST+F4	"[""A1"", 0.0, 900, 4]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.480392	4500	0.420455			19			48.447			3078.75				0.0597015	KILL	stage-B BEST+F4 A1m+0.00/t900/r4
sweep3-045	2026-08-27T18:32:24+00:00	F3-DEEPFADE	HG/RUNNERUP	"[""A1"", 0.0, 900, 0]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.495098	4200	0.422222			18			68.4848			2878.75				0.0348259	KILL	stage-B RUNNERUP A1m+0.00/t900/r0
sweep3-046	2026-08-27T18:32:24+00:00	F3-DEEPFADE	NKD/BEST	"[""A2"", 0.5, 900, 8]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.313131	14520		0.377358			18			64.4615			3512.5		0	0.174129	KILL	stage-B BEST A2D0.50/t900/r8
sweep3-047	2026-08-27T18:32:24+00:00	F3-DEEPFADE	NKD/BEST+F4	"[""A2"", 0.5, 900, 8]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.313131	14520		0.377358			18			64.4615			3512.5			0.174129	KILL	stage-B BEST+F4 A2D0.50/t900/r8
sweep3-048	2026-08-27T18:32:24+00:00	F3-DEEPFADE	NKD/RUNNERUP	"[""A1"", 0.25, 1800, 0]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.535354	4740		0.5			40			-144.308			12795			1	KILL	stage-B RUNNERUP A1m+0.25/t1800/r0
sweep3-049	2026-08-27T18:32:24+00:00	F3-DEEPFADE	SI/BEST	"[""A1"", 0.25, 1800, 0]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.520202	4740			0.455556			40			163.047			9867.5	0	1	KILL	stage-B BEST A1m+0.25/t1800/r0
sweep3-050	2026-08-27T18:32:24+00:00	F3-DEEPFADE	SI/BEST+F4	"[""A1"", 0.25, 1800, 0]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.505051	4830			0.455556			39			178.516			9867.5		1	KILL	stage-B BEST+F4 A1m+0.25/t1800/r0
sweep3-051	2026-08-27T18:32:24+00:00	F3-DEEPFADE	SI/RUNNERUP	"[""A1"", 0.25, 900, 0]"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.489899	3360			0.454545			36			99.8437			10585		1	KILL	stage-B RUNNERUP A1m+0.25/t900/r0
sweep3-052	2026-08-27T18:32:24+00:00	F3-DEEPFADE	PORTFOLIO/BEST	"{""HG"": ""A1m+0.00/t900/r4"", ""NKD"": ""A2D0.50/t900/r8"", ""SI"": ""A1m+0.25/t1800/r0""}"	953ef032cade7526e8ef654d85c1f5ea71bc887802448d5db93cdbe59cdfa849	916612d81ef2f1efc0d61f465711587d4063557422702d0fafe83cc5b2196ad4	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep2-039	ci_upper>coverage0.30>delay>simplicity	195	0.441176		0.420455	0.377358	0.455556	19	18	40	54.7348	64.4615	163.047	3078.75	3512.5	9867.5	0	1	KILL	stage-B portfolio of the three best lines
sweep4-001	2026-08-27T19:02:05+00:00	F1-TERMDETECT	Q10/H0.10/k1/none	"[10, 0.1, 1, ""none""]"	d0d143d896eaf0f20ba76b29ba578a9a7f0d0afca7a3814fa378a865634d37b0	1427a81c1c2b3a58eca9a6418e0f2db4b8a40b53a12dd46ecf08a9e8e57fd07e	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep3-052	hit_ci_low>coverage0.30>delay>simplicity	195	0.94	-5910	0.656085	0.625	0.650273												KILL	stage-A no-cash termhit
sweep4-002	2026-08-27T19:02:05+00:00	F1-TERMDETECT	Q10/H0.10/k1/zoned	"[10, 0.1, 1, ""zoned""]"	d0d143d896eaf0f20ba76b29ba578a9a7f0d0afca7a3814fa378a865634d37b0	1427a81c1c2b3a58eca9a6418e0f2db4b8a40b53a12dd46ecf08a9e8e57fd07e	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep3-052	hit_ci_low>coverage0.30>delay>simplicity	195	0.935	-6060	0.663102	0.623037	0.655738												KILL	stage-A no-cash termhit
sweep4-003	2026-08-27T19:02:05+00:00	F1-TERMDETECT	Q10/H0.10/k3/none	"[10, 0.1, 3, ""none""]"	d0d143d896eaf0f20ba76b29ba578a9a7f0d0afca7a3814fa378a865634d37b0	1427a81c1c2b3a58eca9a6418e0f2db4b8a40b53a12dd46ecf08a9e8e57fd07e	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep3-052	hit_ci_low>coverage0.30>delay>simplicity	195	0.935	-4920	0.595745	0.575916	0.598901												KILL	stage-A no-cash termhit
sweep4-004	2026-08-27T19:02:05+00:00	F1-TERMDETECT	Q10/H0.10/k3/zoned	"[10, 0.1, 3, ""zoned""]"	d0d143d896eaf0f20ba76b29ba578a9a7f0d0afca7a3814fa378a865634d37b0	1427a81c1c2b3a58eca9a6418e0f2db4b8a40b53a12dd46ecf08a9e8e57fd07e	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep3-052	hit_ci_low>coverage0.30>delay>simplicity	195	0.93	-5070	0.602151	0.578947	0.604396												KILL	stage-A no-cash termhit
sweep4-005	2026-08-27T19:02:05+00:00	F1-TERMDETECT	Q10/H0.20/k1/none	"[10, 0.2, 1, ""none""]"	d0d143d896eaf0f20ba76b29ba578a9a7f0d0afca7a3814fa378a865634d37b0	1427a81c1c2b3a58eca9a6418e0f2db4b8a40b53a12dd46ecf08a9e8e57fd07e	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep3-052	hit_ci_low>coverage0.30>delay>simplicity	195	0.838333	1020	0.429379	0.462428	0.392157												KILL	stage-A no-cash termhit
sweep4-006	2026-08-27T19:02:05+00:00	F1-TERMDETECT	Q10/H0.20/k1/zoned	"[10, 0.2, 1, ""zoned""]"	d0d143d896eaf0f20ba76b29ba578a9a7f0d0afca7a3814fa378a865634d37b0	1427a81c1c2b3a58eca9a6418e0f2db4b8a40b53a12dd46ecf08a9e8e57fd07e	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep3-052	hit_ci_low>coverage0.30>delay>simplicity	195	0.821667	1020	0.438596	0.452941	0.394737												KILL	stage-A no-cash termhit
sweep4-007	2026-08-27T19:02:05+00:00	F1-TERMDETECT	Q10/H0.20/k3/none	"[10, 0.2, 3, ""none""]"	d0d143d896eaf0f20ba76b29ba578a9a7f0d0afca7a3814fa378a865634d37b0	1427a81c1c2b3a58eca9a6418e0f2db4b8a40b53a12dd46ecf08a9e8e57fd07e	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep3-052	hit_ci_low>coverage0.30>delay>simplicity	195	0.818333	1560	0.381503	0.388235	0.351351												KILL	stage-A no-cash termhit
sweep4-008	2026-08-27T19:02:05+00:00	F1-TERMDETECT	Q10/H0.20/k3/zoned	"[10, 0.2, 3, ""zoned""]"	d0d143d896eaf0f20ba76b29ba578a9a7f0d0afca7a3814fa378a865634d37b0	1427a81c1c2b3a58eca9a6418e0f2db4b8a40b53a12dd46ecf08a9e8e57fd07e	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep3-052	hit_ci_low>coverage0.30>delay>simplicity	195	0.801667	1680	0.389222	0.377246	0.353741												KILL	stage-A no-cash termhit
sweep4-009	2026-08-27T19:02:05+00:00	F1-TERMDETECT	Q10/H0.30/k1/none	"[10, 0.3, 1, ""none""]"	d0d143d896eaf0f20ba76b29ba578a9a7f0d0afca7a3814fa378a865634d37b0	1427a81c1c2b3a58eca9a6418e0f2db4b8a40b53a12dd46ecf08a9e8e57fd07e	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep3-052	hit_ci_low>coverage0.30>delay>simplicity	195	0.67	2940	0.261745	0.280576	0.307018												KILL	stage-A no-cash termhit
sweep4-010	2026-08-27T19:02:05+00:00	F1-TERMDETECT	Q10/H0.30/k1/zoned	"[10, 0.3, 1, ""zoned""]"	d0d143d896eaf0f20ba76b29ba578a9a7f0d0afca7a3814fa378a865634d37b0	1427a81c1c2b3a58eca9a6418e0f2db4b8a40b53a12dd46ecf08a9e8e57fd07e	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep3-052	hit_ci_low>coverage0.30>delay>simplicity	195	0.656667	3030	0.263889	0.275362	0.303571												KILL	stage-A no-cash termhit
