# PORT_M1_SPEC.md §10 FAMILY DISCOVERY CENSUS (D-055) (spec_sha16=81ea7f84a085e4bb)
# params_hash=48d590fc8f22ad4b70be3be0c7152295dcf8e670cba41bb8dd436b5a76560484
# every tested cell (marginal + 2-way, n_fit >= 500); Holm family size = every row of that asset
# promotion = holm_reject AND value >= G1_asset + $150 AND per-FIT-year sign stability; 2025 is an eval-only echo
# value_peak_exit_usd is the HORIZON-FREE comparator: the walled PEAK-exit certificate of the same candidates. A clock slice whose phase-close value is high only because its horizon is long shows no edge here (median_horizon_to_phase_close_sec is the diagnostic)
asset	rank_by_value	axes	levels	n_fit	n_positive_fit	conditional_value_usd	conditional_value_complement_usd	value_minus_g1_usd	welch_z	p_raw	p_holm	holm_reject	fit_year_sign_stable	value_2021	value_2022	value_2023	value_2024	n_2025_echo	value_2025_echo	promoted	is_2way	value_peak_exit_usd	value_peak_minus_g1_peak_usd	median_horizon_to_phase_close_sec
HG	263	clock30+dow	UTC01:00|WED	2334	1128	583.558289	500.399541	87.472617	4.984413	0.000000	0.000250	1	1	496.621720	537.805233	564.225000	751.272563	612	763.873518	0	1	1116.407005	342.274262	20636.000000
HG	264	clock30+rung	UTC14:00|R0.110	2009	916	583.059498	500.498009	86.973826	4.699043	0.000001	0.001034	1	0	591.524896	716.680622	470.556680	573.110731	513	935.128755	0	1	590.133489	-183.999254	24733.000000
HG	265	clock30+rung	UTC14:00|R0.050	8466	3944	582.797921	499.119857	86.712249	9.965143	0.000000	0.000000	1	0	612.329256	719.733759	449.253992	559.567025	2098	869.819712	0	1	594.605295	-179.527447	24731.000000
HG	266	clock30+family	UTC14:00|G1_FINE	8540	3971	582.466948	499.114625	86.381276	9.973473	0.000000	0.000000	1	0	612.407077	718.363252	449.082263	560.030340	2160	879.115664	0	1	594.388703	-179.744040	24733.000000
HG	267	rung+vol_regime	R0.050|HIGH	59461	26938	581.319975	487.168085	85.234303	24.098474	0.000000	0.000000	1	0	622.429061	668.633114	441.180556	530.570111	20431	764.541047	0	1	910.464933	136.332190	17873.000000
HG	268	family+vol_regime	G1_FINE|HIGH	59261	26846	581.014211	487.275030	84.928538	23.952458	0.000000	0.000000	1	0	621.705806	667.082394	440.171093	531.564626	20574	777.359373	0	1	910.588680	136.455938	17862.000000
HG	269	clock30+family	UTC14:00|G1	7169	3304	580.487288	499.457371	84.401616	8.771650	0.000000	0.000000	1	0	621.359356	693.905229	458.707230	568.055556	1886	873.274156	0	1	592.837201	-181.295542	24747.000000
HG	270	clock30+vol_regime	UTC00:00|LOW	1411	652	580.400690	500.625928	84.315018	4.064895	0.000024	0.018261	1	1	623.662420	555.718085	570.408879	580.906863	589	765.671206	0	1	1070.240030	296.107287	24363.000000
HG	271	clock30+dow	UTC13:30|MON	4277	2035	580.285627	500.022869	84.199954	6.692491	0.000000	0.000000	1	0	583.956422	659.596273	475.720766	602.901174	1174	1010.002515	0	1	627.483211	-146.649531	26420.000000
HG	272	virgin+vol_regime	VIRGIN|HIGH	1092	500	577.462500	500.699775	81.376828	3.283619	0.000512	0.377139	0	1	592.051887	626.915984	503.750000	554.334416	302	689.241071	0	1	1121.467443	347.334700	18891.500000
HG	273	clock30+vol_regime	UTC15:00|HIGH	5112	2353	577.331067	499.920964	81.245394	7.306730	0.000000	0.000000	1	0	683.493178	658.559322	432.699468	485.877660	1876	782.044118	0	1	603.962385	-170.170358	21362.500000
HG	274	clock30+dow	UTC01:00|FRI	2519	1166	576.126715	500.429553	80.041043	5.093635	0.000000	0.000142	1	0	437.439802	793.318106	554.795455	531.603376	495	645.641026	0	1	1152.747099	378.614357	20592.000000
HG	275	clock30+rung	UTC01:00|R0.150	1085	492	575.868902	500.707369	79.783230	3.117255	0.000913	0.669022	0	0	491.277574	660.384615	496.756198	670.688559	253	791.006944	0	1	1062.325721	288.192979	20810.000000
HG	276	clock30+family	UTC01:00|G1	6032	2810	575.805160	499.749945	79.719488	7.794851	0.000000	0.000000	1	0	484.219498	659.774436	536.617531	643.634844	1442	808.433126	0	1	1090.774117	316.641375	20739.000000
HG	277	clock30+family	UTC14:30|G2_RECLAIM	1018	480	574.453125	500.715959	78.367453	3.074985	0.001053	0.770477	0	0	602.594086	732.867647	500.281008	409.821429	258	953.510638	0	1	537.913687	-236.219055	23017.000000
HG	278	family+dow	G2_REJECT|FRI	13518	6050	574.269628	498.421826	78.183956	10.386773	0.000000	0.000000	1	0	660.775635	689.571787	466.235119	500.715917	3450	891.161017	0	1	740.268092	-33.864651	21167.000000
HG	279	clock30+family	UTC23:30|G1	771	364	573.228022	500.764807	77.142350	2.647786	0.004051	1.000000	0	0	667.193878	587.129630	549.910714	481.029412	387	893.400298	0	1	1150.587248	376.454506	25902.000000
HG	280	clock30	UTC01:00	14347	6713	572.715813	498.197766	76.630140	11.858766	0.000000	0.000000	1	0	485.655063	645.915653	529.096205	646.284569	3394	812.611386	0	0	1096.964002	322.831259	20690.000000
HG	281	phase+clock30	TOKYO|UTC01:00	14347	6713	572.715813	498.197766	76.630140	11.858766	0.000000	0.000000	1	0	485.655063	645.915653	529.096205	646.284569	3394	812.611386	0	1	1096.964002	322.831259	20690.000000
HG	282	clock30+dow	UTC14:30|FRI	4212	1946	572.591855	500.143951	76.506183	6.308133	0.000000	0.000000	1	0	579.895833	701.859465	509.570783	492.718053	1034	1020.306503	0	1	547.348952	-226.783791	23057.000000
HG	283	clock30+vol_regime	UTC15:30|HIGH	4193	1891	571.920280	500.172711	75.834608	5.650966	0.000000	0.000007	1	0	665.377852	644.217146	453.421450	489.389854	1480	639.635827	0	1	554.767486	-219.365257	19504.000000
HG	284	clock30+rung	UTC01:00|R0.075	3266	1533	569.588226	500.332551	73.502553	5.404919	0.000000	0.000027	1	0	477.958243	648.376437	546.666667	629.564644	778	824.723011	0	1	1100.193746	326.061003	20748.500000
HG	285	phase+dow	NY|THU	43386	20014	568.502611	492.687765	72.416938	18.021911	0.000000	0.000000	1	0	655.864676	673.702426	488.805582	458.519595	10556	695.393181	0	1	576.202862	-197.929881	25017.000000
HG	286	phase	NY	210785	96278	568.474080	427.250798	72.388408	59.169307	0.000000	0.000000	1	0	634.308446	664.228153	468.901872	510.972716	58601	858.695828	0	0	572.656666	-201.476077	24904.000000
HG	287	clock30+family	UTC01:00|G1_FINE	6908	3244	568.348875	499.701311	72.263203	7.846658	0.000000	0.000000	1	0	486.976950	639.087404	522.930498	645.223214	1656	830.405405	0	1	1100.223475	326.090733	20680.000000
HG	288	phase+rung	NY|R0.150	12043	5461	568.207746	498.856017	72.122074	8.663080	0.000000	0.000000	1	0	636.243366	655.238397	474.046731	511.224189	3496	926.885302	0	1	576.378917	-197.753826	24825.000000
HG	289	vol_regime+spread_state	HIGH|TIGHT	104224	47386	567.813964	477.801192	71.728292	29.931992	0.000000	0.000000	1	0	622.115468	647.423104	435.664722	479.449430	28894	617.222168	0	1	884.933696	110.800954	17860.000000
HG	290	rung+family	R0.075|G1_FINE	1290	579	567.430915	500.698384	71.345243	2.513469	0.005978	1.000000	0	0	620.524809	648.693182	399.384328	594.004121	842	1243.886139	0	1	872.723695	98.590953	20863.000000
HG	291	phase+spread_state	NY|TIGHT	160280	73493	567.415910	456.913096	71.330238	43.186106	0.000000	0.000000	1	0	629.702387	658.725159	448.146136	466.866275	40100	759.345965	0	1	566.867620	-207.265123	24809.000000
HG	292	clock30+rung	UTC01:00|R0.050	6817	3201	567.276242	499.736513	71.190570	7.701260	0.000000	0.000000	1	0	486.404639	639.025616	522.771967	641.349260	1627	830.167011	0	1	1098.101753	323.969011	20675.000000
HG	293	phase+rung	NY|R0.110	21823	9955	566.911728	497.145270	70.826055	11.683049	0.000000	0.000000	1	0	643.540856	662.596493	467.062403	501.480472	6270	878.345170	0	1	575.023073	-199.109670	24821.000000
HG	294	phase+spread_state	NY|NORMAL	48765	22093	566.723510	491.959691	70.637837	18.156400	0.000000	0.000000	1	1	760.086443	705.277927	503.436807	567.546430	15102	1029.734178	0	1	582.786113	-191.346630	25235.000000
HG	295	phase+clock30	LONDON|UTC07:00	11824	5594	566.319718	498.863491	70.234045	9.466563	0.000000	0.000000	1	0	524.637397	612.491319		545.376254	4072	619.423994	0	1	1018.409061	244.276318	13733.000000
HG	296	clock30+dow	UTC07:00|THU	3099	1493	562.523443	500.405286	66.437770	4.496462	0.000003	0.002705	1	0	624.283217	749.957865	227.621473	575.530474	722	520.634058	0	1	988.284687	214.151944	13465.000000
HG	297	clock30+spread_state	UTC14:00|NORMAL	4463	2068	562.148211	500.213852	66.062539	5.727949	0.000000	0.000004	1	0	580.102740	703.557692	477.454904	612.791621	1189	994.801980	0	1	589.494186	-184.638556	24706.000000
HG	298	clock30+spread_state	UTC01:00|TIGHT	11659	5451	561.585260	499.061398	65.499587	9.433008	0.000000	0.000000	1	0	481.651662	609.617658	530.093490	627.006708	1547	551.528552	0	1	1104.023323	329.890580	20508.000000
HG	299	phase+family	NY|G1	77581	35401	561.157559	486.611509	65.071887	22.414673	0.000000	0.000000	1	0	631.770378	653.472545	462.686733	504.372202	22240	868.090574	0	1	568.575408	-205.557334	24731.000000
HG	300	clock30+vol_regime	UTC05:00|HIGH	1277	595	560.745798	500.714198	64.660126	2.585548	0.004861	1.000000	0	0	815.870536	463.452381	303.020833	505.207286	411	531.060049	0	1	1151.729992	377.597249	6904.000000
HG	301	clock30+rung	UTC14:00|R0.150	1143	522	560.517241	500.738654	64.431569	2.652449	0.003996	1.000000	0	0	605.110294	696.810748	431.097756	556.788618	289	935.782374	0	1	586.388381	-187.744362	24756.000000
HG	302	vol_regime+dow	HIGH|TUE	27798	12693	559.962479	496.547175	63.876807	12.315634	0.000000	0.000000	1	0	601.488808	671.965771	386.769186	504.732186	8768	642.681607	0	1	869.766355	95.633613	17964.000000
HG	303	phase+rung	NY|R0.075	44139	20160	559.206039	493.760224	63.120367	15.501657	0.000000	0.000000	1	0	628.301877	652.339070	458.835652	506.458129	12620	851.987709	0	1	565.708136	-208.424607	24735.000000
HG	304	phase+rung	NY|R0.050	90816	41593	558.997998	484.011780	62.912326	24.138108	0.000000	0.000000	1	0	622.890721	651.416184	456.833247	506.272526	25407	841.911602	0	1	567.070222	-207.062521	24690.000000
HG	305	clock30+vol_regime	UTC00:30|MID	966	466	558.277897	500.762502	62.192225	2.781471	0.002706	1.000000	0	0	396.376147	742.314050	540.480226	533.347458	195	924.062500	0	1	946.834677	172.701935	22803.500000
HG	306	clock30+spread_state	UTC01:30|NORMAL	1961	939	557.779553	500.616921	61.693880	3.905543	0.000047	0.035490	1	1	585.985577	626.783537	532.382925	724.741379	1258	760.306563	0	1	1035.229430	261.096688	22301.000000
HG	307	phase+family	NY|G1_FINE	91100	41701	557.660518	484.345424	61.574845	23.644529	0.000000	0.000000	1	0	621.774676	650.040841	456.187653	504.083870	25912	853.357743	0	1	566.084532	-208.048211	24655.000000
HG	308	clock30+dow	UTC00:00|THU	741	363	557.448347	500.796292	61.362675	2.375211	0.008769	1.000000	0	0	470.234375	617.947761	514.852941	579.259259	252	1258.907658	0	1	1135.406774	361.274031	24408.000000
HG	309	clock30+dow	UTC01:30|TUE	2276	1090	556.118119	500.579753	60.032447	3.726472	0.000097	0.072526	0	0	368.414522	640.519912	540.415146	670.216195	484	713.434874	0	1	1046.726190	272.593448	18958.500000
HG	310	family+dow	G2_REJECT|THU	13925	6474	556.104032	498.901526	60.018359	8.164958	0.000000	0.000000	1	0	602.939054	663.430533	468.472381	493.529860	3400	629.051587	0	1	742.426692	-31.706051	20708.000000
HG	311	clock30+spread_state	UTC14:30|TIGHT	15458	7298	556.068101	498.637153	59.982429	9.174371	0.000000	0.000000	1	0	592.802391	644.083216	464.623835	472.596029	3584	764.891641	0	1	547.282381	-226.850361	23155.000000
HG	312	virgin+dow	TOUCHED|THU	16302	7574	555.946990	498.552792	59.861317	8.767068	0.000000	0.000000	1	0	607.809917	655.556455	473.597753	492.426665	3988	638.273420	0	1	723.973188	-50.159554	21077.000000
HG	313	clock30+spread_state	UTC02:00|NORMAL	1205	562	551.839413	500.752161	55.753741	2.238065	0.012608	1.000000	0	0	410.524194	760.303738	449.088930	1614.602273	898	743.633794	0	1	992.302236	218.169493	20640.000000
HG	314	clock30+spread_state	UTC23:00|TIGHT	1735	855	551.827485	500.670751	55.741813	2.823831	0.002373	1.000000	0	0	586.975636	613.017782	471.962209	497.232143	595	629.554856	0	1	1029.326521	255.193779	27867.000000
HG	315	clock30+dow	UTC01:30|THU	2149	1069	551.758653	500.611501	55.672981	3.340794	0.000418	0.308677	0	0	409.457831	642.260638	438.369176	701.433824	501	685.041494	0	1	1131.189904	357.057161	19049.000000
HG	316	vol_regime+dow	HIGH|MON	30077	13679	551.546988	496.854859	55.461316	9.782245	0.000000	0.000000	1	0	531.466085	618.235577	469.094873	543.824835	9976	838.738346	0	1	913.435068	139.302326	19257.000000
HG	317	phase+vol_regime	NY|MID	68333	31673	551.076943	490.516709	54.991270	18.275220	0.000000	0.000000	1	0	592.945104	655.202774	495.057365	505.045523	8900	718.349323	0	1	531.526530	-242.606213	24986.000000
HG	318	rung+virgin	R0.110|TOUCHED	3406	1555	550.200965	500.488930	54.115292	3.326255	0.000440	0.324358	0	0	574.151625	683.633721	463.027211	487.383292	937	849.021318	0	1	728.319892	-45.812850	22228.000000
HG	319	family+dow	G2_RECLAIM|THU	3135	1481	549.802498	500.512242	53.716826	3.398470	0.000339	0.251065	0	0	567.882401	608.338415	495.749400	529.928571	761	683.382565	0	1	724.906716	-49.226026	21156.000000
HG	320	clock30+vol_regime	UTC05:30|HIGH	3700	1746	549.678551	500.441990	53.592879	3.587318	0.000167	0.124451	0	0	819.334677	518.524306	319.155405	330.611264	875	560.820766	0	1	1170.283613	396.150871	5220.000000
HG	321	virgin+dow	VIRGIN|MON	740	365	547.842466	500.814709	51.756793	1.879427	0.030093	1.000000	0	0	612.074742	588.621134	475.069444	502.947531	187	574.097222	0	1	954.968575	180.835833	20873.000000
HG	322	rung+family	R0.110|G2_REJECT	3545	1618	547.800525	500.493040	51.714853	3.243676	0.000590	0.433052	0	0	579.714912	679.572072	458.068182	486.569087	965	838.610767	0	1	737.464212	-36.668531	21836.000000
HG	323	clock30+dow	UTC13:30|TUE	4803	2180	547.236239	500.354035	51.150566	4.666299	0.000002	0.001211	1	0	606.720374	704.186321	459.331395	442.089695	1054	978.841463	0	1	601.731604	-172.401138	26563.000000
HG	324	family+vol_regime	G1_FAST_OPEN|MID	1708	798	546.738722	500.708710	50.653050	2.877043	0.002007	1.000000	0	0	647.541209	711.116573	434.769976	614.073276	264	820.856855	0	1	871.878811	97.746068	14384.500000
HG	325	clock30+family	UTC07:00|G2_RECLAIM	638	275	546.431818	500.839776	50.346146	1.534166	0.062494	1.000000	0	0	472.656250	588.695175	215.652174	605.012755	177	515.712209	0	1	942.909836	168.777094	13220.000000
HG	326	rung+dow	R0.150|FRI	4604	2103	545.858892	500.389688	49.773220	3.898176	0.000048	0.036539	1	0	592.434608	667.740113	444.976852	483.446262	1257	888.169399	0	1	779.687215	5.554472	18618.500000
HG	327	clock30+virgin	UTC14:30|TOUCHED	4957	2346	545.069267	500.339227	48.983595	4.300933	0.000009	0.006548	1	0	609.874454	672.994403	458.138758	441.799828	1240	886.906738	0	1	531.293076	-242.839666	23056.000000
HG	328	clock30+virgin	UTC01:00|VIRGIN	864	405	544.876543	500.811017	48.790871	2.026336	0.021365	1.000000	0	0	471.896067	588.803879	538.402778	567.690217	141	561.911765	0	1	1095.761460	321.628717	20839.500000
HG	329	clock30+dow	UTC14:30|THU	3913	1905	544.087927	500.457435	48.002254	3.879535	0.000052	0.039351	1	0	633.433258	703.787129	467.051411	366.753247	905	745.602064	0	1	546.093459	-228.039283	23152.000000
HG	330	clock30+rung	UTC14:30|R0.150	1142	540	543.194444	500.783631	47.108772	1.830876	0.033560	1.000000	0	0	586.901408	653.035714	502.916667	436.560219	298	859.484127	0	1	541.539773	-232.592970	23134.500000
HG	331	clock30+family	UTC14:30|G1_FINE	8293	3878	542.166710	500.022321	46.081037	5.116447	0.000000	0.000126	1	0	591.830174	631.973130	463.815789	483.079511	2156	781.562179	0	1	545.746480	-228.386263	23130.000000
HG	332	clock30+rung	UTC14:30|R0.050	8235	3852	541.826324	500.035638	45.740652	5.071321	0.000000	0.000160	1	0	591.842784	631.200954	461.988877	484.108040	2117	775.486691	0	1	545.510220	-228.622522	23122.000000
HG	333	clock30	UTC14:30	19513	9182	540.960847	498.811113	44.875175	7.725792	0.000000	0.000000	1	0	600.173391	638.020924	461.483189	468.551797	5043	804.880577	0	0	541.136546	-232.996197	23117.000000
HG	334	phase+clock30	NY|UTC14:30	19513	9182	540.960847	498.811113	44.875175	7.725792	0.000000	0.000000	1	0	600.173391	638.020924	461.483189	468.551797	5043	804.880577	0	1	541.136546	-232.996197	23117.000000
HG	335	phase+clock30	LONDON|UTC07:30	7866	3822	540.604396	500.068408	44.518723	4.598646	0.000002	0.001673	1	0	538.143204	602.963710		476.276652	2675	607.677083	0	1	1017.951348	243.818605	11778.000000
HG	336	clock30+dow	UTC15:30|WED	2602	1172	540.419155	500.655234	44.333483	2.379455	0.008669	1.000000	0	0	645.790514	586.768293	441.576923	514.890065	662	547.440476	0	1	493.591302	-280.541441	19597.000000
HG	337	clock30+vol_regime	UTC13:30|LOW	8282	3918	540.164944	500.056399	44.079272	5.105112	0.000000	0.000134	1	0	666.050000	602.703620	386.510116	496.974604	2356	1130.040698	0	1	571.140367	-202.992375	26485.000000
HG	338	clock30+rung	UTC14:30|R0.110	2042	977	538.807574	500.706038	42.721902	2.249820	0.012230	1.000000	0	0	621.311728	620.660793	470.546875	455.486891	558	754.939759	0	1	544.968129	-229.164614	23157.500000
HG	339	clock30+dow	UTC01:00|THU	2678	1249	538.484788	500.651712	42.399116	2.758794	0.002901	1.000000	0	0	452.023196	635.252294	446.510223	639.033019	612	781.970339	0	1	1182.310016	408.177273	20604.500000
HG	340	clock30+dow	UTC15:00|FRI	3439	1663	538.355382	500.567267	42.269710	3.334458	0.000427	0.315369	0	0	559.799331	600.787037	469.622483	536.455078	1020	1285.160473	0	1	517.695062	-256.437680	21393.000000
HG	341	clock30+virgin	UTC01:30|TOUCHED	1102	523	538.248088	500.801602	42.162416	1.773753	0.038052	1.000000	0	0	356.519608	561.276042	520.694444	646.210938	281	649.511278	0	1	1080.561970	306.429227	18926.000000
HG	342	vol_regime+dow	MID|FRI	26450	12313	538.052566	498.252952	41.966894	7.800679	0.000000	0.000000	1	0	560.620648	633.616144	451.788769	556.519403	2845	919.111570	0	1	757.947928	-16.184815	19418.500000
HG	343	clock30+family	UTC14:30|G2_REJECT	3968	1882	537.780287	500.527898	41.694615	3.259995	0.000557	0.409446	0	0	612.405914	654.133687	448.884804	449.201245	992	869.229858	0	1	529.866693	-244.266050	23064.000000
HG	344	clock30+dow	UTC01:00|MON	4176	1923	537.765211	500.519695	41.679538	4.217289	0.000012	0.009482	1	0	490.142663	569.278351	534.388821	563.606472	1013	874.171760	0	1	1022.006498	247.873755	20777.000000
HG	345	spread_state+dow	TIGHT|FRI	61493	28200	537.531028	494.304046	41.445356	12.585742	0.000000	0.000000	1	0	595.411087	652.502775	422.761787	431.173080	13168	744.069883	0	1	780.275934	6.143191	18413.000000
HG	346	clock30+family	UTC14:30|G1	7197	3404	537.233402	500.225253	41.147730	4.157632	0.000016	0.012300	1	0	599.788961	624.542645	464.429825	468.509239	1926	801.966374	0	1	542.509405	-231.623337	23151.000000
HG	347	clock30+family	UTC01:30|G2_REJECT	1372	676	537.159763	500.774451	41.074091	1.994681	0.023039	1.000000	0	0	371.056985	552.044199	540.030120	637.778497	315	662.187500	0	1	1078.997356	304.864614	19078.000000
HG	348	family+virgin	G2_RECLAIM|TOUCHED	15211	7011	536.637249	499.497097	40.551576	5.771544	0.000000	0.000003	1	0	555.337079	620.438913	448.895524	514.446791	3833	770.192029	0	1	707.986455	-66.146288	21076.000000
HG	349	clock30+vol_regime	UTC14:30|MID	6499	3099	536.081801	500.307107	39.996128	4.017790	0.000029	0.022265	1	0	523.977273	685.083333	495.977035	463.166667	934	820.539270	0	1	510.324259	-263.808483	23220.000000
HG	350	dow	FRI	77774	35637	535.710147	492.581491	39.624474	13.846540	0.000000	0.000000	1	0	594.152225	644.966606	435.962129	472.752926	20806	822.371848	0	0	767.405178	-6.727565	18978.000000
HG	351	family+spread_state	G2_RECLAIM|TIGHT	12112	5556	535.676746	499.828731	39.591074	4.930404	0.000000	0.000328	1	0	554.630200	615.213807	445.619973	486.699074	2428	706.502660	0	1	715.302400	-58.830342	20508.500000
HG	352	phase+vol_regime	TOKYO|HIGH	34088	15595	535.580715	497.708136	39.495043	8.329459	0.000000	0.000000	1	0	485.136746	629.746868	376.836599	553.628583	11954	748.699260	0	1	1194.659247	420.526505	14101.500000
HG	353	family	G2_RECLAIM	15660	7225	535.251730	499.508725	39.166058	5.651839	0.000000	0.000007	1	0	554.402017	618.709902	446.682950	512.890539	3923	766.052632	0	0	716.260263	-57.872480	20907.500000
HG	354	clock30+rung	UTC14:30|R0.075	4013	1887	534.712507	500.558562	38.626834	2.947563	0.001601	1.000000	0	0	592.429654	618.601974	450.546875	484.570552	1070	811.263021	0	1	541.534091	-232.598652	23152.000000
HG	355	virgin+dow	VIRGIN|THU	746	378	533.624339	500.840564	37.538666	1.383351	0.083279	1.000000	0	0	417.767857	597.514368	476.578947	648.061224	170	650.955882	0	1	1069.818465	295.685722	17841.500000
HG	356	clock30+rung	UTC01:30|R0.150	711	347	529.942363	500.853015	33.856691	1.220251	0.111185	1.000000	0	0	421.466049	577.720588	545.470430	568.928571	175	693.551829	0	1	1084.332366	310.199623	19059.000000
HG	357	family+spread_state	G2_RECLAIM|NORMAL	3386	1597	529.134314	500.661367	33.048642	2.248676	0.012267	1.000000	0	0	575.267857	619.961890	447.142615	588.763557	1252	824.821755	0	1	694.184361	-79.948381	22402.000000
HG	358	virgin+spread_state	TOUCHED|NORMAL	17668	8139	529.005252	499.611702	32.919580	4.754213	0.000001	0.000789	1	0	604.513449	657.871120	448.561174	574.955051	6485	794.793207	0	1	706.568242	-67.564500	22350.000000
HG	359	clock30+dow	UTC14:00|TUE	4079	1948	528.159009	500.617051	32.073337	2.688383	0.003590	1.000000	0	0	595.955056	611.293197	390.681382	533.872832	962	870.267666	0	1	574.748087	-199.384656	24750.000000
HG	360	rung+spread_state	R0.150|NORMAL	5075	2336	528.015839	500.560254	31.930167	2.345155	0.009510	1.000000	0	0	675.288462	618.626543	446.076505	595.992399	2205	857.797304	0	1	784.502377	10.369634	20417.000000
HG	361	family+dow	G1|FRI	29042	13377	527.999738	498.791037	31.914066	6.209987	0.000000	0.000000	1	0	592.812998	631.308028	432.603591	462.372479	8004	830.634835	0	1	768.904539	-5.228203	18697.000000
HG	362	family+spread_state	G2_REJECT|NORMAL	14976	6875	527.904545	499.863338	31.818873	4.140590	0.000017	0.013233	1	0	623.574811	664.022634	450.340812	570.474433	5597	781.447820	0	1	718.136049	-55.996693	22279.500000
HG	363	spread_state+dow	NORMAL|FRI	16023	7321	527.720940	499.800373	31.635267	4.505841	0.000003	0.002592	1	0	575.300860	598.798314	453.223339	620.371986	7322	958.912738	0	1	719.641480	-54.491262	21405.000000
HG	364	clock30+vol_regime	UTC07:30|HIGH	3372	1591	527.000314	500.680853	30.914642	1.811102	0.035063	1.000000	0	0	635.210027	644.853412	124.662698	493.027482	996	611.373239	0	1	1121.112935	346.980193	11616.000000
HG	365	virgin	TOUCHED	79739	36748	526.716352	494.492846	30.630680	10.354535	0.000000	0.000000	1	0	584.478540	612.128079	431.555092	486.815604	20504	748.774705	0	0	718.696260	-55.436483	20827.000000
HG	366	rung+dow	R0.110|FRI	8105	3726	525.939681	500.392024	29.854008	2.946358	0.001608	1.000000	0	0	595.250860	620.605263	433.099947	460.709990	2282	840.167333	0	1	769.249677	-4.883066	18749.000000
HG	367	clock30+vol_regime	UTC08:00|HIGH	5198	2445	525.774540	500.573909	29.688868	2.588833	0.004815	1.000000	0	0	533.873874	621.025305	501.075644	469.882491	1530	504.631598	0	1	1094.823996	320.691254	10068.000000
HG	368	family+vol_regime	G2_RECLAIM|MID	4965	2303	525.438558	500.597784	29.352886	2.340338	0.009633	1.000000	0	0	592.991071	605.640967	464.196891	489.695946	538	653.540837	0	1	657.807527	-116.325215	21516.000000
HG	369	rung+spread_state	R0.110|NORMAL	8926	4090	524.614914	500.370523	28.529242	2.695982	0.003509	1.000000	0	0	663.773321	668.648649	416.690107	604.076395	3919	817.239829	0	1	777.621593	3.488850	20364.000000
HG	370	clock30+vol_regime	UTC02:30|HIGH	2582	1203	524.613466	500.752193	28.527794	1.691050	0.045414	1.000000	0	0	382.743309	695.923540	421.949541	574.735332	851	842.711039	0	1	1187.067502	412.934759	14913.000000
HG	371	family+virgin	G2_REJECT|TOUCHED	64582	29760	524.367230	496.398666	28.281557	8.238655	0.000000	0.000000	1	0	591.579437	610.107771	427.741327	479.996205	16686	744.280680	0	1	721.152885	-52.979857	20775.000000
HG	372	virgin+dow	TOUCHED|WED	16274	7330	524.366473	499.937664	28.280801	3.886564	0.000051	0.038280	1	0	575.820716	574.437620	442.428097	520.639737	4038	791.272181	0	1	732.117872	-42.014870	19468.000000
HG	373	spread_state+dow	NORMAL|WED	16745	7658	524.265964	499.896729	28.180291	3.812291	0.000069	0.051632	0	0	600.922432	534.263110	417.303953	698.561420	6457	778.714029	0	1	754.367536	-19.765206	17072.000000
HG	374	virgin+spread_state	TOUCHED|TIGHT	61489	28364	524.088810	496.699127	28.003137	7.973646	0.000000	0.000000	1	0	584.058959	603.285271	418.113412	452.316219	13042	690.098875	0	1	718.693786	-55.438957	20358.000000
HG	375	spread_state+dow	NORMAL|THU	16752	7763	523.972369	499.895148	27.886697	3.927948	0.000043	0.032385	1	0	748.199523	634.035836	447.260672	540.781328	6235	693.541521	0	1	756.092648	-18.040094	20764.000000
HG	376	family+dow	G2_REJECT|WED	13845	6289	523.924511	500.095875	27.838839	3.521965	0.000214	0.159136	0	0	573.569915	570.660714	451.894587	515.222880	3415	784.868197	0	1	749.823087	-24.309655	19464.000000
HG	377	rung+dow	R0.075|FRI	16659	7691	523.412268	499.929298	27.326595	3.862960	0.000056	0.042064	1	0	590.964567	626.217700	426.663763	460.096496	4577	814.714179	0	1	766.960528	-7.172215	18583.000000
HG	378	family	G2_REJECT	67853	31328	523.284801	496.333784	27.199129	8.150116	0.000000	0.000000	1	0	584.441758	607.735982	429.625609	481.461734	17459	739.731124	0	0	733.758052	-40.374690	20547.000000
HG	379	clock30+virgin	UTC01:30|VIRGIN	533	265	522.735849	500.876316	26.650177	0.793819	0.213650	1.000000	0	0	376.136364	517.596154	544.333333	619.553571	100	681.184211	0	1	1064.529727	290.396985	19205.000000
HG	380	clock30+dow	UTC14:00|MON	3822	1692	522.456413	500.708354	26.370740	2.116662	0.017144	1.000000	0	0	474.118993	586.894258	393.491379	639.559935	1227	833.566790	0	1	536.390480	-237.742262	24676.500000
HG	381	rung+dow	R0.050|FRI	34686	15978	521.427744	498.963235	25.342072	5.227309	0.000000	0.000070	1	0	573.884771	624.214380	424.553636	466.456805	9290	802.112646	0	1	774.443584	0.310841	18386.000000
HG	382	family+virgin	G1|TOUCHED	13647	6271	521.391325	500.187363	25.305653	3.001425	0.001344	0.980824	0	0	585.366242	628.135099	424.372926	478.114294	3707	791.831542	0	1	716.527618	-57.605125	21200.000000
HG	383	clock30+dow	UTC02:00|THU	1329	634	521.360410	500.837209	25.274738	1.055794	0.145531	1.000000	0	0	379.443431	595.040584	411.925466	662.651099	379	566.523876	0	1	1117.712578	343.579836	17333.000000
