# E6 EXTRACTION companion — see provenance/port_m2/E6_EXTRACTION.md and design/TEACHER_FEATURES_V1.md
# target = panel_score.outcome(rep_cid)['winner_close'] (D-021)
stratum	date8	block	episode_id	asset	side	sec	phase	cls	call	src	p	reader_stated_reason	cert_close_usd	mae	walled	winner	oracle_seat	cues_present	unspent_phase_usd	cov_phase	runway_phase	near_d	min_tc_near	extreme_age	f5m_sflow	fph_sflow	n_ev_60	rv60	rv1800	trap_ab	trap_bl	spread_dec	ladder_pos
BLIND_SKIP_CONVICTION	20240419	BLIND	HG-20240419-L-E06	HG	L	02:29	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	501.25	706.25	0	0	0	capacity_big,level_at_price,level_tested_held,fresh_extreme,fuel_trapped	1007	31.5	23402	6.3	1	622	31	-353	93	25	163.8	1492	500	12.5	below_q10
BLIND_SKIP_CONVICTION	20240419	BLIND	HG-20240419-L-E38	HG	L	05:29	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	445.00	337.50	0	0	0	level_tested_held,fresh_extreme,fuel_trapped,tmz_burst,expanding,capacity_spent	-537.1	136.6	12660	-50	2	582	64	-472	1616	93.3	539.7	20857	3523	25	at_or_above_q75
BLIND_SKIP_CONVICTION	20240419	BLIND	HG-20240419-S-E84	HG	S	12:17	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	395.00	31.25	0	0	0	level_tested_held,fresh_extreme,fuel_trapped,tmz_burst,expanding,capacity_spent	-373.9	134	2580	22.5	1	599	-109	588	534	59.3	300.3	1439	9966	25	at_or_above_q75
BLIND_SKIP_CONVICTION	20240419	BLIND	HG-20240419-L-E39	HG	L	05:33	TOKYO	RECLAIM	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	382.50	400.00	0	0	0	level_at_price,level_tested_held,fresh_extreme,fuel_trapped,tmz_burst,expanding,capacity_spent	-537.1	136.6	12405	0	3	837	85	-419	397	49.6	537.1	20406	4368	25	at_or_above_q75
BLIND_SKIP_CONVICTION	20240419	BLIND	SI-20240419-S-E122	SI	S	19:31	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	370.00	125.00	0	0	0	level_at_price,level_tested_held,fresh_extreme,fuel_trapped,expanding,capacity_spent	-588.2	119.1	12524	0	1	427	-57	463	1075	80	446.9	809	32266	25	at_or_above_q50
BLIND_SKIP_CONVICTION	20240422	BLIND	HG-20240422-L-E100	HG	L	15:12	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	351.25	187.50	0	0	0	level_tested_held,fresh_extreme,fuel_trapped,expanding,capacity_spent	-152.1	111.2	28076	-18.8	1	48	244	-809	2307	88.8	423.2	14385	715	12.5	at_or_above_q50
BLIND_SKIP_CONVICTION	20240419	BLIND	SI-20240419-S-E121	SI	S	19:27	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	345.00	150.00	0	0	0	level_tested_held,fresh_extreme,fuel_trapped,expanding,capacity_spent	-588.2	119.1	12754	17	1	197	-133	505	1016	82.9	449.7	992	31911	25	at_or_above_q50
BLIND_SKIP_CONVICTION	20240422	BLIND	HG-20240422-L-E101	HG	L	15:21	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	338.75	100.00	0	0	0	level_tested_held,fresh_extreme,fuel_trapped,expanding,capacity_spent	-270.8	119.9	27539	-31.3	1	494	70	-620	1252	72.1	467.1	14597	2612	12.5	at_or_above_q50
BLIND_SKIP_CONVICTION	20240422	BLIND	HG-20240422-L-E124	HG	L	17:30	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	313.75	143.75	0	0	0	level_at_price,level_tested_held,fresh_extreme,fuel_trapped,expanding,capacity_spent	-333.3	124.5	19769	8.1	2	152	17	-810	1174	55.2	320.3	26950	5876	12.5	at_or_above_q50
BLIND_SKIP_CONVICTION	20240423	BLIND	HG-20240423-L-E89	HG	L	14:28	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	307.50	625.00	0	0	0	phase_open_reset,capacity_big,level_tested_held,one_sided_flow,flow_strong,fresh_extreme,fuel_trapped,NAMED_TRIAD	1051	30.3	30697	-16.1	9	529	257	1290	375	39	259	4104	1618	25	below_q10
BLIND_SKIP_CONVICTION	20240419	BLIND	HG-20240419-S-E81	HG	S	11:57	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	245.00	343.75	1	0	0	level_at_price,level_tested_held,fresh_extreme,fuel_trapped,tmz_burst,expanding,capacity_spent	-105.1	109.5	3728	-2.3	1	189	-5	533	601	61.9	277.8	309	8780	25	at_or_above_q50
BLIND_SKIP_CONVICTION	20240423	BLIND	HG-20240423-L-E70	HG	L	10:43	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	245.00	600.00	0	0	0	level_at_price,level_tested_held,fresh_extreme,fuel_trapped	460.8	53.6	8161	6.2	3	461	44	-139	262	33.1	256.6	4450	780	25	below_q10
BLIND_SKIP_CONVICTION	20240419	BLIND	HG-20240419-S-E82	HG	S	12:02	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	238.75	350.00	1	0	0	level_at_price,level_tested_held,fresh_extreme,fuel_trapped,expanding,capacity_spent	-142.6	113	3428	4	1	208	-71	462	375	58.6	284.6	771	8836	12.5	at_or_above_q50
BLIND_SKIP_CONVICTION	20240419	BLIND	SI-20240419-S-E123	SI	S	19:37	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	195.00	300.00	0	0	0	level_tested_held,fresh_extreme,fuel_trapped,expanding,capacity_spent	-588.2	119.1	12145	-10.8	1	806	-40	406	666	53	418	2140	31132	25	at_or_above_q50
BLIND_SKIP_CONVICTION	20240422	BLIND	HG-20240422-L-E125	HG	L	17:35	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	195.00	262.50	0	0	0	level_at_price,level_tested_held,fresh_extreme,fuel_trapped,expanding,capacity_spent	-333.3	124.5	19458	0	2	463	18	-802	892	52.7	308.9	22627	10321	25	at_or_above_q50
BLIND_SKIP_CONVICTION	20240419	BLIND	SI-20240419-S-E118	SI	S	19:06	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	120.00	375.00	0	0	0	level_tested_held,fresh_extreme,fuel_trapped,expanding,capacity_spent	-400.7	113	14031	-13.7	1	285	-29	467	1245	86.6	411	561	30211	25	at_or_above_q50
BLIND_SKIP_CONVICTION	20240422	BLIND	SI-20240422-L-E99	SI	L	18:54	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	120.00	75.00	0	0	0	level_at_price,level_tested_held,one_sided_flow,flow_strong,fresh_extreme,fuel_trapped,expanding,capacity_spent	-928	142.2	14757	-8.4	2	320	104	386	271	30.6	360.6	39743	3263	25	at_or_above_q75
BLIND_SKIP_CONVICTION	20240419	BLIND	HG-20240419-S-E10	HG	S	03:09	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	70.00	668.75	1	0	0	level_tested_held,flow_flip,fresh_extreme,fuel_trapped,tmz_burst	569.1	61.3	21006	-12.5	1	478	1	-111	2059	118.3	386.1	881	4194	25	below_q10
BLIND_SKIP_CONVICTION	20240422	BLIND	NKD-20240422-S-E95	NKD	S	19:57	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	45.00	500.00	0	0	0	level_tested_held,fresh_extreme,fuel_trapped,expanding,capacity_spent	-70.2	103.4	10933	-10.8	1	164	-6	82	479	80	396.1	48	2199	25	at_or_above_q50
BLIND_SKIP_CONVICTION	20240419	BLIND	NKD-20240419-L-E143	NKD	L	21:03	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	32.50	237.50	0	0	0	level_tested_held,fresh_extreme,fuel_trapped,expanding,capacity_spent	-486.2	120.9	7015	-28	2	872	5	-153	342	88.4	484.1	4224	280	25	at_or_above_q50
BLIND_SKIP_CONVICTION	20240422	BLIND	HG-20240422-S-E91	HG	S	11:26	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-11.25	50.00	0	0	0	level_tested_held,fresh_extreme,fuel_trapped,expanding,capacity_spent	-207.4	120.9	5610	52.8	1	175	-2	294	289	56.3	290.1	141	7522	25	at_or_above_q50
BLIND_SKIP_CONVICTION	20240423	BLIND	HG-20240423-S-E103	HG	S	15:51	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-11.25	206.25	0	0	0	level_tested_held,fresh_extreme,fuel_trapped	431.8	71.3	25712	52.2	1	154	-171	1128	2743	88.4	419.7	739	16513	12.5	at_or_above_q10
BLIND_SKIP_CONVICTION	20240423	BLIND	HG-20240423-S-E102	HG	S	15:48	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-23.75	218.75	0	0	0	level_tested_held,fresh_extreme,fuel_trapped	525.6	65.1	25888	-58.6	1	10	-78	1253	2308	81.7	402.7	91	16270	12.5	below_q10
BLIND_SKIP_CONVICTION	20240419	BLIND	NKD-20240419-L-E124	NKD	L	18:37	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-42.50	137.50	0	0	0	level_tested_held,fresh_extreme,fuel_trapped,expanding,capacity_spent	-173.7	107.5	15768	44.1	13	475	9	-14	505	69.6	465.9	3331	24	25	at_or_above_q50
BLIND_SKIP_CONVICTION	20240419	BLIND	NKD-20240419-L-E151	NKD	L	21:56	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-67.50	200.00	0	0	0	level_tested_held,flow_flip,fresh_extreme,fuel_trapped,expanding,capacity_spent	-548.7	123.6	3828	19.1	14	736	-1	-184	302	91.9	503.4	4255	572	25	at_or_above_q50
BLIND_SKIP_CONVICTION	20240422	BLIND	HG-20240422-S-E93	HG	S	11:35	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-98.75	137.50	0	0	0	level_tested_held,fresh_extreme,fuel_trapped,expanding,capacity_spent	-207.4	120.9	5071	-43.9	1	714	-26	276	259	62.2	285	728	7128	25	at_or_above_q50
BLIND_SKIP_CONVICTION	20240422	BLIND	HG-20240422-S-E88	HG	S	11:08	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-123.75	162.50	0	0	0	level_tested_held,fresh_extreme,fuel_trapped,expanding,capacity_spent	-119.9	112.1	6689	-18.9	1	191	-2	178	462	42.4	296.7	183	6890	25	at_or_above_q50
BLIND_SKIP_CONVICTION	20240423	BLIND	HG-20240423-L-E43	HG	L	08:00	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-230.00	975.00	1	0	0	level_tested_held,one_sided_flow,fresh_extreme,fuel_trapped,expanding,capacity_spent	-404.8	128.6	3600	33.5	2	376	26	54	350	46.4	412.5	16521	567	25	at_or_above_q75
BLIND_SKIP_CONVICTION	20240423	BLIND	HG-20240423-L-E39	HG	L	07:32	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-280.00	1025.00	1	0	0	level_tested_held,fresh_extreme,fuel_trapped,tmz_burst,expanding,capacity_spent	-229.8	116.3	5228	-16.5	2	33	23	-11	1222	95.6	264.2	15345	65	25	at_or_above_q50
BLIND_SKIP_CONVICTION	20240423	BLIND	HG-20240423-L-E42	HG	L	07:47	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-292.50	1037.50	1	0	0	level_tested_held,one_sided_flow,fresh_extreme,fuel_trapped,expanding,capacity_spent	-298.6	121.1	4346	27.3	2	651	39	1	678	72.9	372.1	15997	400	25	at_or_above_q50
BLIND_SKIP_CONVICTION	20240423	BLIND	HG-20240423-L-E41	HG	L	07:43	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-373.75	1118.75	1	0	0	level_tested_held,fresh_extreme,fuel_trapped,expanding,capacity_spent	-298.6	121.1	4618	-37.5	2	379	48	-15	806	67.9	350.4	14922	1373	12.5	at_or_above_q50
BLIND_SKIP_CONVICTION	20240419	BLIND	HG-20240419-S-E97	HG	S	14:49	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-386.25	237.50	0	0	0	level_tested_held,one_sided_flow,fresh_extreme,fuel_trapped	981.5	42.5	29411	19.2	3	187	-29	-275	508	61.2	275.3	98	8936	12.5	below_q10
BLIND_SKIP_CONVICTION	20240423	BLIND	NKD-20240423-S-E76	NKD	S	16:37	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-505.00	237.50	0	0	0	level_tested_held,fresh_extreme,fuel_trapped	429.6	81.2	22941	37.5	3	155	-40	98	477	68.5	429.9	146	1446	25	at_or_above_q25
BLIND_SKIP_CONVICTION	20240423	BLIND	NKD-20240423-S-E77	NKD	S	16:47	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-505.00	237.50	0	0	0	level_tested_held,fresh_extreme,fuel_trapped	429.6	81.2	22329	37.5	3	767	-10	83	720	76	389.5	198	1459	25	at_or_above_q25
BLIND_SKIP_CONVICTION	20240423	BLIND	NKD-20240423-S-E83	NKD	S	17:49	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-555.00	62.50	0	0	0	level_at_price,level_tested_held,fresh_extreme,fuel_trapped	404.6	82.2	18602	0	3	825	-8	102	433	53	363.1	583	1561	25	at_or_above_q25
BLIND_SKIP_CONVICTION	20240423	BLIND	HG-20240423-L-E24	HG	L	05:02	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-567.50	287.50	1	0	0	level_tested_held,one_sided_flow,fresh_extreme,fuel_trapped,expanding,capacity_spent	-73.6	105.2	14255	16.6	2	201	10	14	717	61.6	333.5	10577	1005	25	at_or_above_q50
BLIND_SKIP_CONVICTION	20240422	BLIND	HG-20240422-S-E73	HG	S	09:17	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-617.50	656.25	0	0	0	phase_open_reset,level_at_price,level_tested_held,fresh_extreme,fuel_trapped	623.8	37.2	13339	6.2	1	177	-25	18	614	59	407.7	89	1182	12.5	below_q10
BLIND_SKIP_CONVICTION	20240423	BLIND	NKD-20240423-S-E78	NKD	S	17:03	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-630.00	362.50	0	0	0	level_tested_held,fresh_extreme,fuel_trapped,tmz_burst	417.1	81.7	21415	-59.8	2	353	-1	83	1194	91.9	379.1	339	1448	25	at_or_above_q25
BLIND_SKIP_CONVICTION	20240422	BLIND	HG-20240422-S-E75	HG	S	09:35	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-648.75	687.50	0	0	0	phase_open_reset,level_at_price,level_tested_held,fresh_extreme,fuel_trapped	598.8	39.7	12290	0	1	240	-14	38	637	82	353.5	652	1376	25	below_q10
BLIND_SKIP_CONVICTION	20240422	BLIND	HG-20240422-S-E72	HG	S	09:09	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-673.75	712.50	0	0	0	phase_open_reset,level_tested_held,fresh_extreme,fuel_trapped,poc_magnet	686.3	30.9	13801	12.5	1	298	-21	36	388	54.5	421.7	73	684	25	below_q10
BLIND_SKIP_CONVICTION	20240422	BLIND	HG-20240422-L-E91	HG	L	13:59	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-917.50	218.75	1	0	0	phase_open_reset,level_at_price,level_tested_held,fresh_extreme,fuel_trapped	479.2	64.8	32444	0	5	601	5	-147	483	37.5	297.8	3128	1671	25	below_q10
BLIND_SKIP_CONVICTION	20240422	BLIND	HG-20240422-L-E92	HG	L	14:02	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-917.50	87.50	1	0	0	phase_open_reset,level_at_price,level_tested_held,fresh_extreme,fuel_trapped	479.2	64.8	32271	6.2	11	774	34	-126	1004	70.2	298	4686	525	12.5	below_q10
BLIND_SKIP_CONVICTION	20240423	BLIND	HG-20240423-L-E11	HG	L	03:34	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-917.50	12.50	1	0	0	level_tested_held,one_sided_flow,fresh_extreme,fuel_trapped,tmz_burst	776.4	45.1	19540	-40	1	37	29	29	1491	86.4	395.8	3681	21	25	below_q10
BLIND_SKIP_CONVICTION	20240423	BLIND	HG-20240423-L-E13	HG	L	03:41	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-917.50	387.50	1	0	0	level_at_price,level_tested_held,one_sided_flow,fresh_extreme,fuel_trapped,tmz_burst	401.4	71.6	19096	-1.5	1	135	27	72	2377	102.7	431.1	5258	76	25	at_or_above_q10
BLIND_SKIP_CONVICTION	20240423	BLIND	HG-20240423-L-E23	HG	L	04:54	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-917.50	350.00	1	0	0	level_tested_held,one_sided_flow,fresh_extreme,fuel_trapped,expanding,capacity_spent	-4.8	100.3	14746	-17.2	2	144	2	25	594	54.1	328.2	9712	1456	25	at_or_above_q50
BLIND_SKIP_CONVICTION	20240419	BLIND	SI-20240419-S-E07	SI	S	03:15	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-930.00	2650.00	1	0	0	level_tested_held,fresh_extreme,fuel_trapped,expanding,capacity_spent	-371.2	124.9	20646	-12.5	1	150	-61	100	1961	154.6	574	436	3482	25	at_or_above_q50
BLIND_SKIP_CONVICTION	20240419	BLIND	SI-20240419-S-E11	SI	S	03:38	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-930.00	2025.00	1	0	0	level_tested_held,fresh_extreme,fuel_trapped,tmz_burst,expanding,capacity_spent	-1221	181.9	19309	30.1	1	130	-109	289	2439	161.1	805.7	1311	5658	25	at_or_above_q75
BLIND_SKIP_CONVICTION	20240419	BLIND	HG-20240419-S-E91	HG	S	13:57	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-930.00	56.25	1	0	0	phase_open_reset,capacity_big,level_tested_held,one_sided_flow,flow_strong,fresh_extreme,fuel_trapped,NAMED_TRIAD	1069	37.4	32542	23.6	5	308	-63	-180	341	39.5	265.8	991	3170	12.5	below_q10
BLIND_SKIP_CONVICTION	20240419	BLIND	SI-20240419-S-E88	SI	S	14:51	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-930.00	75.00	1	0	0	capacity_big,level_tested_held,one_sided_flow,flow_strong,fresh_extreme,fuel_trapped	1487	51.8	29335	-25	12	245	-57	-237	651	65	468.5	365	6991	25	below_q10
BLIND_SKIP_CONVICTION	20240419	BLIND	HG-20240419-S-E98	HG	S	14:56	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-930.00	268.75	1	0	0	level_tested_held,one_sided_flow,fresh_extreme,fuel_trapped	956.5	43.9	29006	-34.4	3	230	-19	-259	336	38	269.2	564	8774	25	below_q10
BLIND_SKIP_CONVICTION	20240419	BLIND	SI-20240419-S-E106	SI	S	17:03	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-930.00	312.50	1	0	0	level_tested_held,fresh_extreme,fuel_trapped	561.8	81.8	21390	-25	3	558	-25	335	1654	128.7	598.6	28	21242	25	at_or_above_q25
BLIND_SKIP_CONVICTION	20240422	BLIND	SI-20240422-L-E23	SI	L	05:30	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-930.00	50.00	1	0	0	level_tested_held,fresh_extreme,fuel_trapped,tmz_burst,expanding,capacity_spent	-2517	219.4	12559	-59.1	1	728	120	-1040	894	174.6	1426	12235	2043	25	at_or_above_q90
BLIND_SKIP_CONVICTION	20240422	BLIND	SI-20240422-L-E32	SI	L	07:40	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-930.00	375.00	1	0	0	level_tested_held,fresh_extreme,fuel_trapped,tmz_burst,expanding,capacity_spent	-2617	224.1	4763	48.7	3	152	51	-901	1255	136.4	614.3	17414	1229	25	at_or_above_q90
BLIND_SKIP_CONVICTION	20240422	BLIND	SI-20240422-L-E66	SI	L	14:14	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-930.00	250.00	1	0	0	phase_open_reset,level_tested_held,fresh_extreme,fuel_trapped	497	77.4	31502	-52.4	1	746	65	-206	1189	110.4	545.9	5707	2919	25	at_or_above_q10
BLIND_SKIP_CONVICTION	20240422	BLIND	SI-20240422-L-E75	SI	L	15:42	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-930.00	12.50	1	0	0	level_at_price,level_tested_held,fresh_extreme,fuel_trapped,expanding,capacity_spent	-903	141.1	26251	-4.6	1	549	21	-34	3327	196.9	975.6	19046	5127	25	at_or_above_q75
BLIND_SKIP_CONVICTION	20240423	BLIND	SI-20240423-L-E43	SI	L	10:59	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-930.00	900.00	1	0	0	level_tested_held,fresh_extreme,fuel_trapped	650.6	54	7251	29.3	1	605	19	-102	720	72.9	405.6	3884	745	25	below_q10
BLIND_SKIP_CONVICTION	20240419	BLIND	NKD-20240419-L-E126	NKD	L	18:52	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-955.00	87.50	1	0	0	level_at_price,level_tested_held,fresh_extreme,fuel_trapped,poc_magnet,tmz_burst,expanding,capacity_spent	-261.2	111.2	14876	-0.5	12	666	2	-108	580	76	443.4	2936	717	25	at_or_above_q50
BLIND_SKIP_CONVICTION	20240423	BLIND	NKD-20240423-S-E73	NKD	S	16:10	NY	NEWS-WINDOW	SKIP	RUBRIC	0.182	fresh+level_held+flow+fuel	-955.00	75.00	1	0	0	level_at_price,level_tested_held,fresh_extreme,fuel_trapped	967.1	57.6	24591	0.3	1	838	-11	94	963	94.4	501.6	266	943	25	below_q10
BLIND_SKIPPED_WINNER	20240422	BLIND	SI-20240422-S-E01	SI	S	00:01	TOKYO	OPEN-DYNAMICS	SKIP	RUBRIC	0.129	fresh+flow+burst	4620.00	100.00	0	1	1	phase_open_reset,capacity_big,one_sided_flow,flow_strong,fresh_extreme,event_burst,tmz_burst,expanding,NAMED_TRIAD	1671	20.8	32332	12.5	0	68	-94	-94	731	141.4	156.6	242	23	25	below_q10
BLIND_SKIPPED_WINNER	20240422	BLIND	SI-20240422-S-E02	SI	S	00:12	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.091	fresh+flow	4495.00	50.00	0	1	0	phase_open_reset,capacity_big,flow_flip,fresh_extreme	1233	41.5	31675	-25	0	725	3	-32	159	92.7	420.4	480	511	25	below_q10
BLIND_SKIPPED_WINNER	20240422	BLIND	SI-20240422-S-E05	SI	S	01:17	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.045	flow+wide	4307.50	150.00	0	1	0	phase_open_reset,capacity_big,level_at_price,one_sided_flow,wide_spread,NAMED_TRIAD	1033	51	27731	3.8	0	4669	-20	-8	239	66.1	240.4	1137	1125	50	below_q10
BLIND_SKIPPED_WINNER	20240422	BLIND	SI-20240422-S-E06	SI	S	01:50	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.032	stale+flow+wide	4257.50	112.50	0	1	0	capacity_big,one_sided_flow,wide_spread,stale_extreme	1033	51	25776	-37.5	0	6624	-4	-11	122	43.3	287	1549	975	50	below_q10
BLIND_SKIPPED_WINNER	20240422	BLIND	SI-20240422-S-E07	SI	S	01:53	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.022	stale+wide	4257.50	112.50	0	1	0	capacity_big,wide_spread,stale_extreme	1033	51	25617	-37.5	0	6783	3	-9	174	43.3	280.3	1555	977	50	below_q10
BLIND_SKIPPED_WINNER	20240422	BLIND	SI-20240422-S-E04	SI	S	00:42	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.064	flow	4245.00	237.50	0	1	0	phase_open_reset,capacity_big,one_sided_flow,NAMED_TRIAD	1033	51	29830	-25	0	2570	-10	-20	167	116.6	395.5	1114	873	25	below_q10
BLIND_SKIPPED_WINNER	20240422	BLIND	SI-20240422-S-E08	SI	S	02:03	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.064	stale+level_held+flow+burst+wide	3982.50	125.00	0	1	0	capacity_big,level_tested_held,one_sided_flow,flow_strong,event_burst,poc_magnet,tmz_burst,wide_spread,stale_extreme	1021	51.6	24966	12.5	2	7434	-123	-120	507	133.5	331.2	2727	132	50	below_q10
BLIND_SKIPPED_WINNER	20240422	BLIND	SI-20240422-S-E09	SI	S	02:08	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.064	stale+level_held+flow	3970.00	100.00	0	1	0	level_tested_held,one_sided_flow,flow_strong,poc_magnet,stale_extreme	983.2	53.4	24709	25	2	7691	-64	-96	207	57.3	382.4	2882	241	25	below_q10
BLIND_SKIPPED_WINNER	20240422	BLIND	SI-20240422-S-E10	SI	S	02:42	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.064	stale+level_held+flow	3870.00	100.00	0	1	0	level_tested_held,one_sided_flow,stale_extreme	933.2	55.7	22641	32.1	2	9759	-24	-114	363	30.6	313.2	3648	38	25	at_or_above_q10
BLIND_SKIPPED_WINNER	20240422	BLIND	SI-20240422-S-E11	SI	S	03:06	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.010	no_room	3382.50	112.50	0	1	0	level_at_price,level_tested_held,one_sided_flow,poc_magnet,capacity_spent,wide_spread,stale_extreme	370.7	82.4	21217	0	1	11183	-32	-289	1100	133.5	465.5	4672	269	50	at_or_above_q25
BLIND_SKIPPED_WINNER	20240422	BLIND	SI-20240422-S-E12	SI	S	03:13	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.010	no_room	3357.50	137.50	0	1	0	level_tested_held,one_sided_flow,poc_magnet,capacity_spent,wide_spread,stale_extreme	370.7	82.4	20761	25	1	11639	-14	-282	670	96	521.7	5142	242	50	at_or_above_q25
