# PORT M2 D-090.6 information ceiling (E6, hindsight-fit, NON-CAUSAL-BY-DESIGN) (PORT-M2-INFO-CEILING-V1)
# NON-CAUSAL-BY-DESIGN: hindsight-fit upper bound over ALL E6 sessions (study + sealed blind). NOT a deployable result.
# port m2 entry-delay decidability + post-entry divergence (E6, hindsight-fit, NON-CAUSAL-BY-DESIGN)
# THE RULE: enter at t (the current shape); at t+D score the trade on pre-t fields + the [t, t+D] block; if the score is below the threshold CUT at mid(t+D) (realising f_at_D - cost_rt), else ride to the walled phase close.  A trade already stopped by the $900 wall before t+D pays the wall regardless.
# scores are OUT-OF-FOLD (5 folds of whole DAYS); the operating point is a CUT FRACTION q — cut the worst-looking q of the trades still open at t+D (cut_level = the q-quantile of the out-of-fold score)
# proj_usd_at_40pct = 0.40 x mean(winners) + 0.60 x mean(losers) — the teacher's MEASURED sealed take-precision applied to this population's per-class outcomes; per_day assumes the 3-seat shape
# intervals CR1 clustered BY DAY; delta_usd is the PAIRED (managed - unmanaged) difference on the same rows
# cut_would_have_paid_usd = the unmanaged certificate of the trades the rule CUT — the diagnostic that says WHICH tail the score selects; saved_per_cut_usd = realized - would-have-paid, per cut trade (positive = the cut avoided a loss)
population	delay_sec	cut_fraction	cut_level	n	cut_rate	mean_usd_managed	ci_lo	ci_hi	mean_usd_unmanaged	delta_usd	delta_lo	delta_hi	winner_cut_rate	loser_cut_rate	mean_usd_winners	mean_usd_losers	proj_usd_at_40pct	proj_usd_per_day_3trades	cut_would_have_paid_usd	cut_realized_usd	saved_per_cut_usd	kept_would_have_paid_usd	auc	note
E6_ALL_EPISODES	0	0.5	0.0192452	74817	0.49998	-32.3613	-42.9482	-21.7743	-31.2962	-1.06502	-6.52211	4.39208	0.229378	0.513855	1406.64	-106.143	498.971	1496.91	-28.5596	-30.6897	-2.13012	-34.0327	0.6762	cut the worst-looking 50% at t+D
E6_ALL_EPISODES	0	0.6	0.0293455	74817	0.599984	-33.2123	-42.7111	-23.7136	-31.2962	-1.91609	-8.77389	4.94171	0.354892	0.612551	1189.87	-95.9234	418.393	1255.18	-28.3775	-31.5711	-3.19357	-35.674	0.6762	cut the worst-looking 60% at t+D
E6_ALL_EPISODES	0	0.7	0.0429309	74817	0.699988	-34.9665	-43.539	-26.394	-31.2962	-3.67029	-12.7705	5.42997	0.504522	0.71001	914.332	-83.64	315.549	946.647	-27.1005	-32.3439	-5.24336	-41.0858	0.6762	cut the worst-looking 70% at t+D
E6_ALL_EPISODES	0	0.8	0.0621481	74817	0.799979	-37.3349	-44.6747	-29.9951	-31.2962	-6.03865	-17.6583	5.58099	0.671965	0.806542	596.646	-69.841	196.754	590.261	-25.4123	-32.9608	-7.54852	-54.8288	0.6762	cut the worst-looking 80% at t+D
E6_ALL_EPISODES	0	0.9	0.0957491	74817	0.899983	-37.0792	-42.9605	-31.1979	-31.2962	-5.78294	-18.6229	7.05704	0.829816	0.90358	297.694	-54.244	86.5313	259.594	-27.0379	-33.4635	-6.42562	-69.614	0.6762	cut the worst-looking 90% at t+D
E6_ALL_EPISODES	30	0	.	74817	0	-31.2962	-44.4279	-18.1646	-31.2962	0	0	0	0	0	1755.9	-122.931	628.603	1885.81	.	.	.	-31.2962	0.6835	no cut (the unmanaged shape)
E6_ALL_EPISODES	30	0.1	0.00142911	74817	0.0996966	-31.6858	-44.6087	-18.7628	-31.2962	-0.389534	-1.67051	0.891442	0.0109619	0.104246	1742.27	-122.642	623.322	1869.96	-23.4551	-27.3622	-3.90719	-32.1646	0.6835	cut the worst-looking 10% at t+D
E6_ALL_EPISODES	30	0.2	0.00338694	74817	0.19946	-31.9051	-44.3378	-19.4723	-31.2962	-0.608819	-2.61231	1.39467	0.0356262	0.20786	1711.52	-121.296	611.831	1835.49	-26.131	-29.1833	-3.05234	-32.5832	0.6835	cut the worst-looking 20% at t+D
E6_ALL_EPISODES	30	0.3	0.00673179	74817	0.29937	-31.1544	-42.8329	-19.4759	-31.2962	0.141846	-2.83564	3.11933	0.0704303	0.311109	1660.52	-117.892	593.472	1780.42	-31.1848	-30.711	0.473815	-31.3439	0.6835	cut the worst-looking 30% at t+D
E6_ALL_EPISODES	30	0.4	0.0119967	74817	0.399361	-30.353	-41.152	-19.5541	-31.2962	0.943218	-3.3704	5.25684	0.130721	0.413135	1572.06	-112.514	561.315	1683.95	-34.8776	-32.5158	2.36182	-28.915	0.6835	cut the worst-looking 40% at t+D
E6_ALL_EPISODES	30	0.5	0.0195388	74817	0.499352	-30.3901	-40.0976	-20.6826	-31.2962	0.906128	-4.88587	6.69812	0.213757	0.513995	1431.73	-105.357	509.476	1528.43	-35.9069	-34.0923	1.81461	-26.6975	0.6835	cut the worst-looking 50% at t+D
E6_ALL_EPISODES	30	0.6	0.0298568	74817	0.599356	-33.0898	-41.7367	-24.4429	-31.2962	-1.79354	-9.51265	5.92556	0.329679	0.613183	1224.05	-97.5472	431.092	1293.28	-32.5598	-35.5523	-2.99245	-29.406	0.6835	cut the worst-looking 60% at t+D
E6_ALL_EPISODES	30	0.7	0.0438462	74817	0.69936	-35.0948	-43.0351	-27.1545	-31.2962	-3.7986	-13.62	6.02283	0.480954	0.710558	948.073	-85.5048	327.926	983.779	-31.0132	-36.4447	-5.43154	-31.9548	0.6835	cut the worst-looking 70% at t+D
E6_ALL_EPISODES	30	0.8	0.06335	74817	0.79935	-38.6608	-45.8123	-31.5093	-31.2962	-7.36455	-18.948	4.21885	0.662373	0.806374	619.135	-72.388	204.221	612.664	-27.4946	-36.7077	-9.21317	-46.4414	0.6835	cut the worst-looking 80% at t+D
E6_ALL_EPISODES	30	0.9	0.0981285	74817	0.899354	-39.295	-44.8751	-33.7149	-31.2962	-7.99877	-21.13	5.13242	0.831735	0.902821	301.087	-56.7474	86.3864	259.159	-27.3931	-36.287	-8.8939	-66.1745	0.6835	cut the worst-looking 90% at t+D
E6_ALL_EPISODES	60	0	.	74817	0	-31.2962	-44.4279	-18.1646	-31.2962	0	0	0	0	0	1755.9	-122.931	628.603	1885.81	.	.	.	-31.2962	0.6965	no cut (the unmanaged shape)
E6_ALL_EPISODES	60	0.1	0.0014589	74817	0.0992422	-31.6113	-44.5774	-18.6452	-31.2962	-0.315019	-1.77227	1.14223	0.0137024	0.103628	1739.1	-122.401	622.199	1866.6	-26.1532	-29.3274	-3.17424	-31.8629	0.6965	cut the worst-looking 10% at t+D
E6_ALL_EPISODES	60	0.2	0.00341704	74817	0.198845	-30.9849	-43.3971	-18.5727	-31.2962	0.311343	-1.92445	2.54714	0.03453	0.20727	1711.89	-120.348	612.549	1837.65	-32.5455	-30.9797	1.56576	-30.9862	0.6965	cut the worst-looking 20% at t+D
E6_ALL_EPISODES	60	0.3	0.00667264	74817	0.298662	-30.1967	-42.0308	-18.3627	-31.2962	1.09952	-1.94982	4.14885	0.0712524	0.310322	1662.21	-116.972	594.702	1784.11	-37.1369	-33.4555	3.68147	-28.809	0.6965	cut the worst-looking 30% at t+D
E6_ALL_EPISODES	60	0.4	0.0116467	74817	0.398639	-30.5731	-41.3436	-19.8025	-31.2962	0.723181	-3.30385	4.75021	0.124418	0.4127	1581.78	-113.243	564.764	1694.29	-38.1873	-36.3732	1.81412	-26.7282	0.6965	cut the worst-looking 40% at t+D
E6_ALL_EPISODES	60	0.5	0.0189665	74817	0.498603	-31.2327	-40.9706	-21.4947	-31.2962	0.0635718	-5.70912	5.83627	0.207454	0.513531	1443.51	-106.847	513.296	1539.89	-38.6661	-38.5386	0.1275	-23.9674	0.6965	cut the worst-looking 50% at t+D
E6_ALL_EPISODES	60	0.6	0.0288658	74817	0.598594	-30.5254	-39.628	-21.4228	-31.2962	0.770881	-6.26248	7.80424	0.314607	0.613155	1262.42	-96.8186	446.877	1340.63	-41.0903	-39.8025	1.28782	-16.6909	0.6965	cut the worst-looking 60% at t+D
E6_ALL_EPISODES	60	0.7	0.0424283	74817	0.698585	-31.4801	-39.9209	-23.0394	-31.2962	-0.183865	-8.52578	8.15805	0.460126	0.710811	1003.36	-84.5393	350.619	1051.86	-40.1015	-40.3646	-0.263197	-10.8886	0.6965	cut the worst-looking 70% at t+D
E6_ALL_EPISODES	60	0.8	0.0623391	74817	0.798575	-32.1916	-39.6018	-24.7814	-31.2962	-0.895351	-10.7721	8.9814	0.622362	0.80761	711.218	-70.3085	242.302	726.907	-38.6827	-39.8038	-1.12119	-2.01186	0.6965	cut the worst-looking 80% at t+D
E6_ALL_EPISODES	60	0.9	0.0979899	74817	0.898579	-36.602	-42.0776	-31.1264	-31.2962	-5.30578	-17.2318	6.62021	0.799945	0.903636	374.107	-57.6603	115.047	345.14	-32.0217	-37.9264	-5.90463	-24.8685	0.6965	cut the worst-looking 90% at t+D
E6_ALL_EPISODES	120	0	.	74817	0	-31.2962	-44.4279	-18.1646	-31.2962	0	0	0	0	0	1755.9	-122.931	628.603	1885.81	.	.	.	-31.2962	0.7077	no cut (the unmanaged shape)
E6_ALL_EPISODES	120	0.1	0.00139318	74817	0.0983734	-31.9146	-44.6625	-19.1666	-31.2962	-0.618342	-2.17636	0.939681	0.0145245	0.102673	1738.42	-122.685	621.758	1865.27	-30.0917	-36.3774	-6.28567	-31.4277	0.7077	cut the worst-looking 10% at t+D
E6_ALL_EPISODES	120	0.2	0.0031718	74817	0.197482	-31.6835	-43.8052	-19.5618	-31.2962	-0.387278	-2.75303	1.97847	0.0350781	0.205809	1710.3	-121.001	611.521	1834.56	-37.7754	-39.7365	-1.96108	-29.7019	0.7077	cut the worst-looking 20% at t+D
E6_ALL_EPISODES	120	0.3	0.0060969	74817	0.297232	-31.4515	-42.9159	-19.987	-31.2962	-0.155212	-3.41327	3.10285	0.0671417	0.309029	1663.83	-118.374	594.507	1783.52	-43.2038	-43.7259	-0.522192	-26.26	0.7077	cut the worst-looking 30% at t+D
E6_ALL_EPISODES	120	0.4	0.0107424	74817	0.397076	-31.6833	-42.0901	-21.2764	-31.2962	-0.387028	-5.15838	4.38433	0.121403	0.41121	1582.02	-114.423	564.154	1692.46	-45.0044	-45.9791	-0.974695	-22.2683	0.7077	cut the worst-looking 40% at t+D
E6_ALL_EPISODES	120	0.5	0.0176341	74817	0.496999	-29.6598	-39.0577	-20.2618	-31.2962	1.63649	-4.58572	7.85871	0.196766	0.512393	1462.78	-106.182	521.402	1564.21	-49.9952	-46.7024	3.29275	-12.8204	0.7077	cut the worst-looking 50% at t+D
E6_ALL_EPISODES	120	0.6	0.0273474	74817	0.596977	-31.2379	-39.7918	-22.6839	-31.2962	0.0583925	-7.75617	7.87296	0.3094	0.611722	1271.12	-98.0139	449.641	1348.92	-47.1542	-47.0564	0.0978137	-7.80673	0.7077	cut the worst-looking 60% at t+D
E6_ALL_EPISODES	120	0.7	0.0407403	74817	0.696954	-31.4974	-39.1645	-23.8303	-31.2962	-0.201157	-9.45387	9.05156	0.428885	0.710699	1057.58	-87.3379	370.631	1111.89	-46.0397	-46.3283	-0.288624	2.6112	0.7077	cut the worst-looking 70% at t+D
E6_ALL_EPISODES	120	0.8	0.0610201	74817	0.796945	-32.6557	-39.2422	-26.0692	-31.2962	-1.35948	-12.0946	9.37565	0.594409	0.807329	755.943	-73.0896	258.523	775.57	-42.8929	-44.5987	-1.70587	14.2178	0.7077	cut the worst-looking 80% at t+D
E6_ALL_EPISODES	120	0.9	0.0990694	74817	0.896949	-34.4527	-39.5259	-29.3795	-31.2962	-3.15645	-15.3158	9.00291	0.779392	0.902976	423.316	-57.9239	134.572	403.716	-37.3124	-40.8315	-3.5191	21.0676	0.7077	cut the worst-looking 90% at t+D
E6_ALL_EPISODES	180	0	.	74817	0	-31.2962	-44.4279	-18.1646	-31.2962	0	0	0	0	0	1755.9	-122.931	628.603	1885.81	.	.	.	-31.2962	0.7208	no cut (the unmanaged shape)
E6_ALL_EPISODES	180	0.1	0.00133901	74817	0.0973977	-31.5907	-44.3486	-18.8329	-31.2962	-0.294469	-1.66956	1.08062	0.011236	0.101815	1741.93	-122.524	623.257	1869.77	-45.5302	-48.5536	-3.02336	-29.7603	0.7208	cut the worst-looking 10% at t+D
E6_ALL_EPISODES	180	0.2	0.00295976	74817	0.195918	-32.2648	-44.1418	-20.3877	-31.2962	-0.96853	-3.37571	1.43865	0.028501	0.204502	1720.64	-122.142	614.972	1844.92	-50.7127	-55.6562	-4.94355	-26.5654	0.7208	cut the worst-looking 20% at t+D
E6_ALL_EPISODES	180	0.3	0.00568015	74817	0.295214	-31.9393	-43.0216	-20.857	-31.2962	-0.643069	-3.99697	2.71083	0.0586462	0.307343	1678.95	-119.662	599.781	1799.34	-56.8402	-59.0185	-2.17832	-20.5967	0.7208	cut the worst-looking 30% at t+D
E6_ALL_EPISODES	180	0.4	0.0101158	74817	0.394977	-32.862	-43.1385	-22.5855	-31.2962	-1.56574	-5.9166	2.78512	0.103864	0.409903	1612.23	-117.211	574.566	1723.7	-54.0165	-57.9807	-3.96412	-16.4638	0.7208	cut the worst-looking 40% at t+D
E6_ALL_EPISODES	180	0.5	0.0166021	74817	0.494861	-33.6183	-42.9998	-24.2369	-31.2962	-2.32208	-7.90176	3.25759	0.172924	0.511367	1503.79	-112.446	534.047	1602.14	-52.2482	-56.9406	-4.6924	-10.7706	0.7208	cut the worst-looking 50% at t+D
E6_ALL_EPISODES	180	0.6	0.0261264	74817	0.594838	-33.6745	-42.3712	-24.9777	-31.2962	-2.37822	-9.57483	4.81839	0.282817	0.610836	1319.98	-103.08	466.144	1398.43	-51.8795	-55.8776	-3.9981	-1.07697	0.7208	cut the worst-looking 60% at t+D
E6_ALL_EPISODES	180	0.7	0.0400547	74817	0.694829	-33.208	-41.1413	-25.2747	-31.2962	-1.91175	-10.4608	6.6373	0.41436	0.709209	1093.74	-90.9899	382.901	1148.7	-50.72	-53.4714	-2.75139	12.9288	0.7208	cut the worst-looking 70% at t+D
E6_ALL_EPISODES	180	0.8	0.060748	74817	0.794819	-34.3448	-40.8034	-27.8861	-31.2962	-3.04852	-13.5691	7.47205	0.57687	0.805994	797.788	-77.0108	272.909	818.727	-45.7747	-49.6102	-3.83549	24.7896	0.7208	cut the worst-looking 80% at t+D
E6_ALL_EPISODES	180	0.9	0.100311	74817	0.894823	-36.0261	-41.2461	-30.8062	-31.2962	-4.72987	-16.5905	7.13076	0.771992	0.901121	444.834	-60.6813	141.525	424.574	-38.6555	-43.9413	-5.28582	31.315	0.7208	cut the worst-looking 90% at t+D
E6_ALL_EPISODES	300	0	.	74817	0	-31.2962	-44.4279	-18.1646	-31.2962	0	0	0	0	0	1755.9	-122.931	628.603	1885.81	.	.	.	-31.2962	0.7445	no cut (the unmanaged shape)
E6_ALL_EPISODES	300	0.1	0.00115169	74817	0.0958205	-32.114	-44.6246	-19.6033	-31.2962	-0.817745	-2.45909	0.823602	0.00931762	0.100256	1744.59	-123.211	623.91	1871.73	-81.9869	-90.521	-8.53414	-25.9243	0.7445	cut the worst-looking 10% at t+D
E6_ALL_EPISODES	300	0.2	0.00251048	74817	0.193592	-32.3753	-44.2482	-20.5024	-31.2962	-1.07905	-3.58559	1.42749	0.0224719	0.202366	1727.94	-122.632	617.595	1852.79	-86.568	-92.1418	-5.57382	-18.0273	0.7445	cut the worst-looking 20% at t+D
E6_ALL_EPISODES	300	0.3	0.00480984	74817	0.292139	-32.2319	-43.2131	-21.2506	-31.2962	-0.935616	-4.49355	2.62232	0.04604	0.304758	1696.34	-120.861	606.02	1818.06	-82.1483	-85.351	-3.20264	-10.3092	0.7445	cut the worst-looking 30% at t+D
E6_ALL_EPISODES	300	0.4	0.00869793	74817	0.391569	-33.1022	-43.2182	-22.9861	-31.2962	-1.80591	-6.19626	2.58445	0.0846807	0.407304	1640.5	-118.913	584.852	1754.56	-73.5527	-78.1646	-4.61198	-4.10124	0.7445	cut the worst-looking 40% at t+D
E6_ALL_EPISODES	300	0.5	0.0146697	74817	0.491426	-33.1562	-42.3248	-23.9876	-31.2962	-1.85995	-7.41805	3.69814	0.157029	0.508571	1528.34	-113.219	543.406	1630.22	-69.2364	-73.0213	-3.78481	5.36465	0.7445	cut the worst-looking 50% at t+D
E6_ALL_EPISODES	300	0.6	0.023729	74817	0.591336	-33.1639	-41.8987	-24.4291	-31.2962	-1.86764	-8.36107	4.62579	0.244725	0.609108	1391.62	-106.217	492.917	1478.75	-65.4263	-68.5847	-3.15834	18.0899	0.7445	cut the worst-looking 60% at t+D
E6_ALL_EPISODES	300	0.7	0.0369431	74817	0.691327	-33.1098	-40.9756	-25.2441	-31.2962	-1.81359	-9.80027	6.17309	0.372157	0.707692	1168.23	-94.706	410.467	1231.4	-61.284	-63.9073	-2.62335	35.8664	0.7445	cut the worst-looking 70% at t+D
E6_ALL_EPISODES	300	0.8	0.0584702	74817	0.791291	-34.5056	-41.5469	-27.4642	-31.2962	-3.20933	-12.1608	5.7421	0.53823	0.804266	886.493	-81.728	305.56	916.681	-53.822	-57.8779	-4.05582	54.107	0.7445	cut the worst-looking 80% at t+D
E6_ALL_EPISODES	300	0.9	0.101089	74817	0.891281	-34.2237	-39.8944	-28.5531	-31.2962	-2.92748	-13.4123	7.55738	0.727323	0.899688	557.305	-64.5532	184.19	552.57	-45.2967	-48.5813	-3.28457	83.4805	0.7445	cut the worst-looking 90% at t+D
E6_ALL_EPISODES	600	0	.	74817	0	-31.2962	-44.4279	-18.1646	-31.2962	0	0	0	0	0	1755.9	-122.931	628.603	1885.81	.	.	.	-31.2962	0.7799	no cut (the unmanaged shape)
E6_ALL_EPISODES	600	0.1	0.000694857	74817	0.0915968	-32.8614	-44.9416	-20.7812	-31.2962	-1.56515	-3.60547	0.475169	0.00191833	0.0961949	1753.66	-124.462	626.787	1880.36	-205.451	-222.538	-17.0874	-13.7358	0.7799	cut the worst-looking 10% at t+D
E6_ALL_EPISODES	600	0.2	0.00157469	74817	0.185787	-33.326	-44.8826	-21.7694	-31.2962	-2.02979	-4.68093	0.621355	0.00931762	0.194835	1744	-124.455	622.928	1868.78	-169.938	-180.863	-10.9254	0.338924	0.7799	cut the worst-looking 20% at t+D
E6_ALL_EPISODES	600	0.3	0.00326684	74817	0.282623	-34.2088	-45.1593	-23.2582	-31.2962	-2.91252	-6.24338	0.418335	0.0315155	0.295498	1715.89	-123.942	611.991	1835.97	-133.801	-144.106	-10.3053	9.08719	0.7799	cut the worst-looking 30% at t+D
E6_ALL_EPISODES	600	0.4	0.00631669	74817	0.38129	-33.6721	-43.9978	-23.3465	-31.2962	-2.37588	-6.44785	1.69609	0.0646753	0.397524	1672.73	-121.164	596.391	1789.17	-113.512	-119.743	-6.23116	19.3705	0.7799	cut the worst-looking 40% at t+D
E6_ALL_EPISODES	600	0.5	0.0114253	74817	0.480693	-33.6137	-42.8968	-24.3305	-31.2962	-2.3174	-7.57245	2.93764	0.117566	0.499311	1594.55	-117.094	567.562	1702.69	-99.3249	-104.146	-4.82097	31.674	0.7799	cut the worst-looking 50% at t+D
E6_ALL_EPISODES	600	0.6	0.0199653	74817	0.58051	-35.4957	-44.2924	-26.6991	-31.2962	-4.1995	-10.6275	2.22846	0.191833	0.600438	1474.69	-112.928	522.121	1566.36	-84.6987	-91.9329	-7.23415	42.6045	0.7799	cut the worst-looking 60% at t+D
E6_ALL_EPISODES	600	0.7	0.0337517	74817	0.680474	-35.9879	-43.9318	-28.0441	-31.2962	-4.6917	-12.2402	2.85682	0.310496	0.699444	1287.5	-103.847	452.693	1358.08	-74.3598	-81.2545	-6.89475	60.4132	0.7799	cut the worst-looking 70% at t+D
E6_ALL_EPISODES	600	0.8	0.0570337	74817	0.780451	-34.8189	-42.1078	-27.5301	-31.2962	-3.52268	-12.0276	4.9822	0.465881	0.79658	1033.63	-89.6015	359.691	1079.07	-65.3687	-69.8823	-4.51365	89.8241	0.7799	cut the worst-looking 80% at t+D
E6_ALL_EPISODES	600	0.9	0.104925	74817	0.880442	-35.1986	-40.6051	-29.7921	-31.2962	-3.90236	-14.2177	6.413	0.679638	0.890737	676.916	-71.7109	227.74	683.22	-50.8112	-55.2435	-4.43227	112.414	0.7799	cut the worst-looking 90% at t+D
E6_ALL_EPISODES	1200	0	.	74817	0	-31.2962	-44.4279	-18.1646	-31.2962	0	0	0	0	0	1755.9	-122.931	628.603	1885.81	.	.	.	-31.2962	0.834	no cut (the unmanaged shape)
E6_ALL_EPISODES	1200	0.1	0.000327189	74817	0.0832565	-32.3003	-44.7546	-19.8459	-31.2962	-1.00403	-2.84308	0.835015	0.000274048	0.0875112	1755.52	-123.967	627.826	1883.48	-308.774	-320.833	-12.0595	-6.0964	0.834	cut the worst-looking 10% at t+D
E6_ALL_EPISODES	1200	0.2	0.000709919	74817	0.171632	-32.3344	-44.1696	-20.4992	-31.2962	-1.03812	-3.72636	1.65012	0.00164429	0.180348	1753.86	-123.918	627.193	1881.58	-277.228	-283.276	-6.0485	19.659	0.834	cut the worst-looking 20% at t+D
E6_ALL_EPISODES	1200	0.3	0.00151741	74817	0.262708	-33.1125	-44.0777	-22.1473	-31.2962	-1.81627	-5.31062	1.67809	0.00959167	0.275686	1743.93	-124.227	623.034	1869.1	-219.364	-226.278	-6.91364	35.7151	0.834	cut the worst-looking 30% at t+D
E6_ALL_EPISODES	1200	0.4	0.00322829	74817	0.357927	-32.8525	-43.2722	-22.4329	-31.2962	-1.5563	-5.72336	2.61077	0.0224719	0.375126	1726.81	-123.076	616.88	1850.64	-172.984	-177.332	-4.34809	47.6884	0.834	cut the worst-looking 40% at t+D
E6_ALL_EPISODES	1200	0.5	0.00672014	74817	0.455605	-32.858	-42.5783	-23.1376	-31.2962	-1.56173	-6.36349	3.24003	0.0553576	0.476127	1684.92	-120.934	601.409	1804.23	-141.045	-144.473	-3.42781	60.5524	0.834	cut the worst-looking 50% at t+D
E6_ALL_EPISODES	1200	0.6	0.0136294	74817	0.554807	-32.9908	-42.2266	-23.7549	-31.2962	-1.69455	-7.17426	3.78516	0.110167	0.577605	1607.87	-117.123	572.876	1718.63	-118.001	-121.055	-3.05431	76.7566	0.834	cut the worst-looking 60% at t+D
E6_ALL_EPISODES	1200	0.7	0.0267324	74817	0.654504	-33.0426	-41.5065	-24.5787	-31.2962	-1.74634	-8.51191	5.01922	0.209098	0.677341	1465.53	-109.879	520.283	1560.85	-99.5953	-102.264	-2.6682	98.0886	0.834	cut the worst-looking 70% at t+D
E6_ALL_EPISODES	1200	0.8	0.0511268	74817	0.754347	-34.3294	-41.4163	-27.2425	-31.2962	-3.03315	-11.3001	5.2338	0.36969	0.77407	1223.96	-98.8457	430.277	1290.83	-79.1527	-83.1736	-4.02089	115.661	0.834	cut the worst-looking 80% at t+D
E6_ALL_EPISODES	1200	0.9	0.105201	74817	0.854271	-35.0119	-40.6655	-29.3583	-31.2962	-3.71565	-13.4838	6.05249	0.605919	0.867005	871.297	-81.4811	299.63	898.89	-55.9826	-60.3321	-4.3495	113.416	0.834	cut the worst-looking 90% at t+D
E6_ALL_EPISODES	1800	0	.	74817	0	-31.2962	-44.4279	-18.1646	-31.2962	0	0	0	0	0	1755.9	-122.931	628.603	1885.81	.	.	.	-31.2962	0.867	no cut (the unmanaged shape)
E6_ALL_EPISODES	1800	0.1	0.000227166	74817	0.0768676	-32.074	-44.6008	-19.5472	-31.2962	-0.777731	-2.52932	0.973859	0.000548095	0.0807807	1755.11	-123.708	627.819	1883.46	-338.855	-348.973	-10.1178	-5.68639	0.867	cut the worst-looking 10% at t+D
E6_ALL_EPISODES	1800	0.2	0.000456551	74817	0.158774	-30.9891	-43.1926	-18.7856	-31.2962	0.307166	-2.22515	2.83948	0.000822143	0.166873	1754.72	-122.548	628.36	1885.08	-324.133	-322.198	1.93461	23.974	0.867	cut the worst-looking 20% at t+D
E6_ALL_EPISODES	1800	0.3	0.000897202	74817	0.243634	-32.1936	-43.6893	-20.6979	-31.2962	-0.897356	-4.33725	2.54254	0.00328857	0.255958	1751.85	-123.667	626.541	1879.62	-267.805	-271.488	-3.68321	44.886	0.867	cut the worst-looking 30% at t+D
E6_ALL_EPISODES	1800	0.4	0.00187076	74817	0.332919	-32.3451	-42.8376	-21.8526	-31.2962	-1.04889	-5.30138	3.20359	0.00959167	0.349497	1743.88	-123.418	623.501	1870.5	-212.268	-215.419	-3.15059	59.021	0.867	cut the worst-looking 40% at t+D
E6_ALL_EPISODES	1800	0.5	0.00396868	74817	0.427537	-31.7883	-41.6331	-21.9434	-31.2962	-0.492034	-5.39825	4.41418	0.0265826	0.448095	1722.15	-121.718	615.83	1847.49	-168.134	-169.285	-1.15086	70.8992	0.867	cut the worst-looking 50% at t+D
E6_ALL_EPISODES	1800	0.6	0.0087216	74817	0.525415	-31.3081	-40.4008	-22.2154	-31.2962	-0.0118623	-5.51618	5.49245	0.0679638	0.54887	1672.61	-118.673	597.838	1793.51	-136.982	-137.005	-0.022577	85.7091	0.867	cut the worst-looking 60% at t+D
E6_ALL_EPISODES	1800	0.7	0.020291	74817	0.624778	-31.7866	-40.2709	-23.3024	-31.2962	-0.490363	-6.66535	5.68463	0.147712	0.649238	1562.65	-113.538	556.938	1670.82	-111.717	-112.502	-0.78486	102.611	0.867	cut the worst-looking 70% at t+D
E6_ALL_EPISODES	1800	0.8	0.0444981	74817	0.724434	-32.1132	-39.8962	-24.3301	-31.2962	-0.81691	-7.9599	6.32608	0.286654	0.746881	1365.57	-103.777	483.963	1451.89	-86.9081	-88.0357	-1.12765	114.902	0.867	cut the worst-looking 80% at t+D
E6_ALL_EPISODES	1800	0.9	0.108163	74817	0.824224	-33.6363	-39.9437	-27.3289	-31.2962	-2.34004	-11.1971	6.517	0.535489	0.839029	1019.59	-87.6382	355.251	1065.75	-55.7163	-58.5553	-2.83908	83.211	0.867	cut the worst-looking 90% at t+D
