# PORT M2 port m2 NEW DECISION OBJECTS — joint (member x delay) ranking, rank-then-gate-verify, optimal stopping (E3-E7 develop, E8 one blind read) (lane=port-m2-newobj; version=PORT-M2-NEWOBJ-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# TWO DEFECTS ARE FIXED IN THIS TABLE AND BOTH CHANGE THE HEADLINE.
# (1) THE DENOMINATOR.  `newobj.replay_delayed` emits one row per session THAT TRADED, and `read_rows` averages over exactly those, so every `usd_per_session` this program has printed for an ABSTAINING rule is conditional on trading.  usd_per_session_ALL is the honest figure: non-trading sessions contribute $0 and the mean is over the era's real session count.  usd_per_FIRING_session is the incumbent's quantity, kept beside it so the two are never confused again.  n_trades_total is the count that makes the difference legible.
# (2) THE MISSING FAMILIES.  `ARRIVAL_FITTED.tsv` carried 20 of these 30 policies: the fitted score columns were written only on eval rows, so `seats_tau`/`seats_occupancy` found an all-NaN training block, returned an empty seat list, and were dropped by `if not real: continue`.  Every LEVEL-consuming rule was missing from the table built to measure a calibrated LEVEL — OCCUPANCY among them, the declining-bar rule the seated-vs-selected diagnosis named as the medicine and which the journal recorded as already in flight.
# A POLICY THAT SEATS NOTHING NOW PRINTS A ROW READING $0.00 AT 0.000 seats/session instead of vanishing.
# REPLAYED ON THE ERA'S INNER VALIDATION BLOCK (`iva` of newobj_arms.fold — the last days of the training block, day-disjoint from `itr`).  This table is a SELECTOR, never a result.
# Scores are the incumbent's own ISOTONICALLY CALIBRATED columns, extended to cover the training block (CALEV, verified to reproduce the incumbent's eval-row values exactly).  The inner table uses CALIN — the same map fitted on the inner TRAIN days — so the selector is out-of-sample in the same way the eval read is.
era	criterion	target	policy	knob	n_seeds	usd_per_session_ALL	sd_usd	ci_lo	ci_hi	usd_per_FIRING_session	n_firing_sessions	n_era_sessions	n_trades_total	usd_per_trade	seats_per_session	shuffled_null	causal_oracle	capture_of_causal_oracle	aim_08causal	gap_to_aim
E6	BINDING	A_PBAR	CELLSOFAR_0.8	0.8	5	-120.1	16.75	-203.98	-36.21	-120.19	458.6	459	848.2	-65.04	1.8479	-12.0	2675.0	-0.0449	2140.0	-2260.1
E6	BINDING	A_PBAR	CELLSOFAR_0.9	0.9	5	-98.43	28.05	-186.55	-10.3	-99.06	456.2	459	774.0	-58.53	1.6863	-42.85	2675.0	-0.0368	2140.0	-2238.43
E6	BINDING	A_PBAR	CELLSOFAR_0.95	0.95	5	-79.04	26.1	-164.86	6.77	-81.13	448.0	459	707.8	-51.28	1.542	-39.62	2675.0	-0.0295	2140.0	-2219.04
E6	BINDING	A_PBAR	CELLSOFAR_0.99	0.99	5	-86.4	20.05	-167.19	-5.61	-92.45	429.4	459	637.8	-62.08	1.3895	-39.36	2675.0	-0.0323	2140.0	-2226.4
E6	BINDING	A_PBAR	DAYSOFAR_0.5	0.5	5	-82.74	12.17	-175.27	9.79	-82.74	459.0	459	904.0	-42.02	1.9695	19.5	2675.0	-0.0309	2140.0	-2222.74
E6	BINDING	A_PBAR	DAYSOFAR_0.7	0.7	5	-49.27	19.58	-144.55	46.02	-49.27	459.0	459	895.6	-25.25	1.9512	10.43	2675.0	-0.0184	2140.0	-2189.27
E6	BINDING	A_PBAR	DAYSOFAR_0.9	0.9	5	-8.54	28.73	-105.57	88.48	-8.54	459.0	459	753.8	-5.35	1.6423	-27.36	2675.0	-0.0032	2140.0	-2148.54
E6	BINDING	A_PBAR	FIRST_3		5	-35.81	0.0	-128.09	56.46	-35.81	459.0	459	924.0	-17.79	2.0131	-35.81	2675.0	-0.0134	2140.0	-2175.81
E6	BINDING	A_PBAR	OCCUPANCY_0.5	0.5	5	-27.89	33.25	-121.97	66.18	-28.53	450.0	459	531.0	-24.31	1.1569	-32.68	2675.0	-0.0104	2140.0	-2167.89
E6	BINDING	A_PBAR	OCCUPANCY_1	1.0	5	-44.54	25.08	-134.42	45.33	-44.71	457.4	459	560.6	-36.47	1.2214	-34.2	2675.0	-0.0167	2140.0	-2184.54
E6	BINDING	A_PBAR	OCCUPANCY_2	2.0	5	-40.82	21.79	-130.58	48.94	-40.87	458.4	459	577.8	-32.48	1.2588	-31.11	2675.0	-0.0153	2140.0	-2180.82
E6	BINDING	A_PBAR	SECRETARY_0.1	0.1	5	-53.64	21.43	-108.88	1.59	-87.72	279.4	459	331.8	-74.15	0.7229	-36.64	2675.0	-0.0201	2140.0	-2193.64
E6	BINDING	A_PBAR	SECRETARY_0.25	0.25	5	-17.4	9.86	-45.64	10.85	-80.09	99.0	459	104.0	-75.84	0.2266	-51.72	2675.0	-0.0065	2140.0	-2157.4
E6	BINDING	A_PBAR	SECRETARY_0.5	0.5	5	-2.52	1.77	-9.99	4.95	-97.42	11.4	459	11.4	-97.42	0.0248	-35.22	2675.0	-0.0009	2140.0	-2142.52
E6	BINDING	A_PBAR	SECRETARY_0.6	0.6	5	-0.58	2.28	-3.26	2.1	-44.5	2.8	459	2.8	-44.5	0.0061	-33.34	2675.0	-0.0002	2140.0	-2140.58
E6	BINDING	A_PBAR	SECRETARY_0.7	0.7	5	0.49	0.98	-0.48	1.45	224.0	0.2	459	0.2	1120.0	0.0004	-23.13	2675.0	0.0002	2140.0	-2139.51
E6	BINDING	A_PBAR	SECRETARY_0.8	0.8	5	0.0	0.0	0.0	0.0	0.0	0.0	459	0.0		0.0	-17.94	2675.0	0.0	2140.0	-2140.0
E6	BINDING	A_PBAR	SECRETARY_RE_0.1	0.1	5	-53.64	21.43	-108.88	1.59	-87.72	279.4	459	331.8	-74.15	0.7229	-51.33	2675.0	-0.0201	2140.0	-2193.64
E6	BINDING	A_PBAR	SECRETARY_RE_0.25	0.25	5	-17.4	9.86	-45.64	10.85	-80.09	99.0	459	104.0	-75.84	0.2266	-65.65	2675.0	-0.0065	2140.0	-2157.4
E6	BINDING	A_PBAR	SECRETARY_RE_0.5	0.5	5	-2.52	1.77	-9.99	4.95	-97.42	11.4	459	11.4	-97.42	0.0248	-21.02	2675.0	-0.0009	2140.0	-2142.52
E6	BINDING	A_PBAR	SECRETARY_RE_0.6	0.6	5	-0.58	2.28	-3.26	2.1	-44.5	2.8	459	2.8	-44.5	0.0061	-18.73	2675.0	-0.0002	2140.0	-2140.58
E6	BINDING	A_PBAR	SECRETARY_RE_0.7	0.7	5	0.49	0.98	-0.48	1.45	224.0	0.2	459	0.2	1120.0	0.0004	-14.39	2675.0	0.0002	2140.0	-2139.51
E6	BINDING	A_PBAR	SECRETARY_RE_0.8	0.8	5	0.0	0.0	0.0	0.0	0.0	0.0	459	0.0		0.0	-11.32	2675.0	0.0	2140.0	-2140.0
E6	BINDING	A_PBAR	TAU_0.5	0.5	5	-35.81	0.0	-128.09	56.46	-35.81	459.0	459	924.0	-17.79	2.0131	-36.0	2675.0	-0.0134	2140.0	-2175.81
E6	BINDING	A_PBAR	TAU_0.7	0.7	5	-40.51	3.22	-133.26	52.24	-40.51	459.0	459	923.2	-20.14	2.0113	6.97	2675.0	-0.0151	2140.0	-2180.51
E6	BINDING	A_PBAR	TAU_0.8	0.8	5	-23.23	8.9	-120.1	73.65	-23.23	459.0	459	905.0	-11.8	1.9717	-13.64	2675.0	-0.0087	2140.0	-2163.23
E6	BINDING	A_PBAR	TAU_0.9	0.9	5	-51.22	24.88	-143.12	40.69	-51.22	459.0	459	762.4	-30.89	1.661	-37.9	2675.0	-0.0191	2140.0	-2191.22
E6	BINDING	A_PBAR	TAU_0.95	0.95	5	-4.06	15.08	-99.48	91.36	-4.06	454.4	459	622.8	-2.99	1.3569	-36.52	2675.0	-0.0015	2140.0	-2144.06
E6	BINDING	A_PBAR	TAU_0.975	0.975	5	-32.98	17.7	-123.18	57.22	-35.2	429.8	459	502.8	-30.42	1.0954	-59.88	2675.0	-0.0123	2140.0	-2172.98
E6	BINDING	A_PBAR	TAU_0.99	0.99	5	-16.76	23.42	-102.92	69.4	-19.06	386.2	459	422.4	-17.26	0.9203	-32.56	2675.0	-0.0063	2140.0	-2156.76
E6	BINDING	A_PWIN	CELLSOFAR_0.8	0.8	5	-56.36	25.89	-150.33	37.61	-56.38	458.8	459	858.6	-30.17	1.8706	-24.09	2675.0	-0.0211	2140.0	-2196.36
E6	BINDING	A_PWIN	CELLSOFAR_0.9	0.9	5	-27.21	31.64	-120.17	65.75	-27.33	457.8	459	818.8	-15.59	1.7839	-24.83	2675.0	-0.0102	2140.0	-2167.21
E6	BINDING	A_PWIN	CELLSOFAR_0.95	0.95	5	-36.2	28.88	-128.64	56.24	-36.44	456.6	459	789.6	-21.35	1.7203	-27.32	2675.0	-0.0135	2140.0	-2176.2
E6	BINDING	A_PWIN	CELLSOFAR_0.99	0.99	5	-46.91	38.63	-137.7	43.88	-47.6	453.8	459	762.6	-28.97	1.6614	-1.93	2675.0	-0.0175	2140.0	-2186.91
E6	BINDING	A_PWIN	DAYSOFAR_0.5	0.5	5	4.96	19.6	-93.45	103.37	4.96	459.0	459	890.2	2.47	1.9394	14.05	2675.0	0.0019	2140.0	-2135.04
E6	BINDING	A_PWIN	DAYSOFAR_0.7	0.7	5	6.05	15.72	-92.94	105.04	6.05	459.0	459	823.2	3.3	1.7935	-20.83	2675.0	0.0023	2140.0	-2133.95
E6	BINDING	A_PWIN	DAYSOFAR_0.9	0.9	5	-14.56	15.55	-104.5	75.38	-14.64	457.2	459	752.6	-8.97	1.6397	-50.75	2675.0	-0.0054	2140.0	-2154.56
E6	BINDING	A_PWIN	FIRST_3		5	-35.81	0.0	-128.09	56.46	-35.81	459.0	459	924.0	-17.79	2.0131	-35.81	2675.0	-0.0134	2140.0	-2175.81
E6	BINDING	A_PWIN	OCCUPANCY_0.5	0.5	5	-68.62	10.57	-124.53	-12.72	-143.6	220.0	459	226.6	-139.56	0.4937	-69.34	2675.0	-0.0257	2140.0	-2208.62
E6	BINDING	A_PWIN	OCCUPANCY_1	1.0	5	-74.84	17.07	-144.54	-5.14	-78.03	440.2	459	525.0	-65.45	1.1438	-54.28	2675.0	-0.028	2140.0	-2214.84
E6	BINDING	A_PWIN	OCCUPANCY_2	2.0	5	-62.16	19.31	-138.43	14.11	-64.49	442.4	459	532.4	-53.61	1.1599	-27.2	2675.0	-0.0232	2140.0	-2202.16
E6	BINDING	A_PWIN	SECRETARY_0.1	0.1	5	-44.01	27.49	-112.45	24.43	-54.24	367.0	459	477.2	-41.7	1.0397	-33.52	2675.0	-0.0165	2140.0	-2184.01
E6	BINDING	A_PWIN	SECRETARY_0.25	0.25	5	-19.34	25.81	-61.1	22.43	-59.19	149.2	459	163.6	-53.3	0.3564	-54.1	2675.0	-0.0072	2140.0	-2159.34
E6	BINDING	A_PWIN	SECRETARY_0.5	0.5	5	0.69	7.09	-16.55	17.94	13.52	24.8	459	24.8	13.52	0.054	-35.08	2675.0	0.0003	2140.0	-2139.31
E6	BINDING	A_PWIN	SECRETARY_0.6	0.6	5	1.69	2.72	-11.66	15.05	79.05	9.2	459	9.2	79.05	0.02	-34.71	2675.0	0.0006	2140.0	-2138.31
E6	BINDING	A_PWIN	SECRETARY_0.7	0.7	5	-2.1	2.11	-7.18	2.99	-268.56	4.2	459	4.2	-268.56	0.0092	-9.72	2675.0	-0.0008	2140.0	-2142.1
E6	BINDING	A_PWIN	SECRETARY_0.8	0.8	5	-0.27	1.01	-1.67	1.14	-123.0	0.6	459	0.6	-205.0	0.0013	-14.58	2675.0	-0.0001	2140.0	-2140.27
E6	BINDING	A_PWIN	SECRETARY_RE_0.1	0.1	5	-44.01	27.49	-112.45	24.43	-54.24	367.0	459	477.2	-41.7	1.0397	-64.95	2675.0	-0.0165	2140.0	-2184.01
E6	BINDING	A_PWIN	SECRETARY_RE_0.25	0.25	5	-19.34	25.81	-61.1	22.43	-59.19	149.2	459	163.6	-53.3	0.3564	-59.88	2675.0	-0.0072	2140.0	-2159.34
E6	BINDING	A_PWIN	SECRETARY_RE_0.5	0.5	5	0.69	7.09	-16.55	17.94	13.52	24.8	459	24.8	13.52	0.054	-36.19	2675.0	0.0003	2140.0	-2139.31
E6	BINDING	A_PWIN	SECRETARY_RE_0.6	0.6	5	1.69	2.72	-11.66	15.05	79.05	9.2	459	9.2	79.05	0.02	-8.46	2675.0	0.0006	2140.0	-2138.31
E6	BINDING	A_PWIN	SECRETARY_RE_0.7	0.7	5	-2.1	2.11	-7.18	2.99	-268.56	4.2	459	4.2	-268.56	0.0092	-23.96	2675.0	-0.0008	2140.0	-2142.1
E6	BINDING	A_PWIN	SECRETARY_RE_0.8	0.8	5	-0.27	1.01	-1.67	1.14	-123.0	0.6	459	0.6	-205.0	0.0013	-10.42	2675.0	-0.0001	2140.0	-2140.27
E6	BINDING	A_PWIN	TAU_0.5	0.5	5	-17.05	17.94	-107.64	73.54	-18.65	419.4	459	612.2	-12.69	1.3338	-59.34	2675.0	-0.0064	2140.0	-2157.05
E6	BINDING	A_PWIN	TAU_0.7	0.7	5	11.37	11.66	-71.01	93.76	16.16	329.0	459	391.4	13.54	0.8527	14.09	2675.0	0.0043	2140.0	-2128.63
E6	BINDING	A_PWIN	TAU_0.8	0.8	5	-5.87	11.86	-79.88	68.15	-10.76	258.2	459	274.2	-10.19	0.5974	-33.48	2675.0	-0.0022	2140.0	-2145.87
E6	BINDING	A_PWIN	TAU_0.9	0.9	5	9.3	11.68	-54.65	73.26	25.3	182.8	459	187.4	24.38	0.4083	1.22	2675.0	0.0035	2140.0	-2130.7
E6	BINDING	A_PWIN	TAU_0.95	0.95	5	9.88	40.62	-46.19	65.96	35.53	118.4	459	120.6	34.44	0.2627	-21.98	2675.0	0.0037	2140.0	-2130.12
E6	BINDING	A_PWIN	TAU_0.975	0.975	5	7.43	20.43	-41.0	55.86	51.31	80.2	459	81.6	50.28	0.1778	-48.35	2675.0	0.0028	2140.0	-2132.57
E6	BINDING	A_PWIN	TAU_0.99	0.99	5	-0.11	12.41	-32.23	32.0	-20.5	35.8	459	36.4	-19.47	0.0793	-60.99	2675.0	-0.0	2140.0	-2140.11
E7	BINDING	A_EV	CELLSOFAR_0.8	0.8	5	-9.28	19.07	-100.51	81.94	-9.28	534.0	534	1069.0	-4.65	2.0019	-55.71	3360.0	-0.0028	2688.0	-2697.28
E7	BINDING	A_EV	CELLSOFAR_0.9	0.9	5	-47.05	19.05	-136.41	42.31	-47.05	534.0	534	1058.0	-23.87	1.9813	-78.83	3360.0	-0.014	2688.0	-2735.05
E7	BINDING	A_EV	CELLSOFAR_0.95	0.95	5	-48.58	28.58	-136.65	39.49	-48.58	534.0	534	1047.4	-24.92	1.9614	-23.57	3360.0	-0.0145	2688.0	-2736.58
E7	BINDING	A_EV	CELLSOFAR_0.99	0.99	5	-38.86	34.22	-126.64	48.91	-38.86	534.0	534	1040.2	-20.04	1.9479	-44.12	3360.0	-0.0116	2688.0	-2726.86
E7	BINDING	A_EV	DAYSOFAR_0.5	0.5	5	-41.07	53.69	-131.87	49.73	-41.07	534.0	534	1034.0	-21.51	1.9363	-48.73	3360.0	-0.0122	2688.0	-2729.07
E7	BINDING	A_EV	DAYSOFAR_0.7	0.7	5	-40.64	27.19	-137.13	55.84	-40.64	534.0	534	1028.4	-21.26	1.9258	-43.51	3360.0	-0.0121	2688.0	-2728.64
E7	BINDING	A_EV	DAYSOFAR_0.9	0.9	5	-54.37	31.12	-146.48	37.75	-54.46	533.4	534	977.8	-29.91	1.8311	-31.66	3360.0	-0.0162	2688.0	-2742.37
E7	BINDING	A_EV	FIRST_3		5	-52.51	0.0	-150.6	45.59	-52.51	534.0	534	1024.0	-27.38	1.9176	-52.51	3360.0	-0.0156	2688.0	-2740.51
E7	BINDING	A_EV	OCCUPANCY_0.5	0.5	5	-43.7	26.9	-112.93	25.52	-48.01	485.8	534	574.2	-40.68	1.0753	-37.33	3360.0	-0.013	2688.0	-2731.7
E7	BINDING	A_EV	OCCUPANCY_1	1.0	5	-45.68	28.46	-120.7	29.33	-48.53	502.0	534	608.2	-40.23	1.139	-67.81	3360.0	-0.0136	2688.0	-2733.68
E7	BINDING	A_EV	OCCUPANCY_2	2.0	5	-64.2	36.91	-138.02	9.61	-67.58	508.0	534	637.0	-53.89	1.1929	-22.81	3360.0	-0.0191	2688.0	-2752.2
E7	BINDING	A_EV	SECRETARY_0.1	0.1	5	-11.71	20.03	-98.4	74.98	-11.71	534.0	534	1026.2	-6.17	1.9217	-85.05	3360.0	-0.0035	2688.0	-2699.71
E7	BINDING	A_EV	SECRETARY_0.25	0.25	5	-47.98	30.23	-120.45	24.49	-48.27	530.6	534	938.0	-27.51	1.7566	-35.77	3360.0	-0.0143	2688.0	-2735.98
E7	BINDING	A_EV	SECRETARY_0.5	0.5	5	-55.1	25.48	-109.64	-0.55	-58.99	498.8	534	760.4	-38.48	1.424	-43.74	3360.0	-0.0164	2688.0	-2743.1
E7	BINDING	A_EV	SECRETARY_0.6	0.6	5	-50.34	10.38	-93.65	-7.03	-57.27	469.0	534	675.6	-39.66	1.2652	-41.28	3360.0	-0.015	2688.0	-2738.34
E7	BINDING	A_EV	SECRETARY_0.7	0.7	5	-46.68	13.85	-80.79	-12.57	-57.42	433.6	534	585.8	-42.42	1.097	-24.64	3360.0	-0.0139	2688.0	-2734.68
E7	BINDING	A_EV	SECRETARY_0.8	0.8	5	-38.78	11.64	-63.74	-13.82	-55.01	376.2	534	478.8	-43.07	0.8966	-13.47	3360.0	-0.0115	2688.0	-2726.78
E7	BINDING	A_EV	SECRETARY_RE_0.1	0.1	5	-11.87	20.09	-98.55	74.81	-11.87	534.0	534	1029.6	-6.22	1.9281	-102.41	3360.0	-0.0035	2688.0	-2699.87
E7	BINDING	A_EV	SECRETARY_RE_0.25	0.25	5	-48.41	30.24	-120.83	24.02	-48.69	530.6	534	944.2	-27.58	1.7682	-45.69	3360.0	-0.0144	2688.0	-2736.41
E7	BINDING	A_EV	SECRETARY_RE_0.5	0.5	5	-55.54	25.5	-110.07	-1.0	-59.47	498.8	534	766.6	-38.5	1.4356	-38.63	3360.0	-0.0165	2688.0	-2743.54
E7	BINDING	A_EV	SECRETARY_RE_0.6	0.6	5	-50.76	10.35	-94.06	-7.46	-57.75	469.0	534	681.8	-39.64	1.2768	-18.89	3360.0	-0.0151	2688.0	-2738.76
E7	BINDING	A_EV	SECRETARY_RE_0.7	0.7	5	-47.08	13.88	-81.17	-12.99	-57.91	433.6	534	591.6	-42.38	1.1079	-13.1	3360.0	-0.014	2688.0	-2735.08
E7	BINDING	A_EV	SECRETARY_RE_0.8	0.8	5	-39.02	11.76	-63.97	-14.07	-55.34	376.2	534	483.6	-42.91	0.9056	-7.51	3360.0	-0.0116	2688.0	-2727.02
E7	BINDING	A_EV	TAU_0.5	0.5	5	-9.99	26.39	-107.46	87.47	-10.0	533.8	534	1028.6	-5.24	1.9262	-65.58	3360.0	-0.003	2688.0	-2697.99
E7	BINDING	A_EV	TAU_0.7	0.7	5	-38.18	35.54	-125.23	48.87	-38.43	531.4	534	983.8	-21.33	1.8423	-80.87	3360.0	-0.0114	2688.0	-2726.18
E7	BINDING	A_EV	TAU_0.8	0.8	5	-11.95	33.11	-94.01	70.11	-12.53	507.6	534	824.4	-7.86	1.5438	-50.24	3360.0	-0.0036	2688.0	-2699.95
E7	BINDING	A_EV	TAU_0.9	0.9	5	-13.22	24.93	-86.17	59.73	-18.12	378.6	534	507.2	-13.05	0.9498	-65.29	3360.0	-0.0039	2688.0	-2701.22
E7	BINDING	A_EV	TAU_0.95	0.95	5	-61.98	16.71	-112.7	-11.27	-151.21	220.4	534	276.4	-121.08	0.5176	-70.12	3360.0	-0.0184	2688.0	-2749.98
E7	BINDING	A_EV	TAU_0.975	0.975	5	-37.58	15.88	-79.49	4.33	-162.65	122.8	534	141.6	-142.42	0.2652	-50.98	3360.0	-0.0112	2688.0	-2725.58
E7	BINDING	A_EV	TAU_0.99	0.99	5	-15.8	10.21	-43.1	11.5	-208.75	40.4	534	43.2	-195.41	0.0809	-57.63	3360.0	-0.0047	2688.0	-2703.8
E7	BINDING	A_PBAR	CELLSOFAR_0.8	0.8	5	-82.5	23.31	-182.76	17.77	-82.5	534.0	534	936.0	-47.07	1.7528	-62.33	3360.0	-0.0246	2688.0	-2770.5
E7	BINDING	A_PBAR	CELLSOFAR_0.9	0.9	5	-95.57	11.23	-195.09	3.94	-95.83	532.6	534	845.2	-60.44	1.5828	-97.97	3360.0	-0.0284	2688.0	-2783.57
E7	BINDING	A_PBAR	CELLSOFAR_0.95	0.95	5	-74.45	28.45	-176.47	27.56	-75.2	528.6	534	785.4	-50.81	1.4708	-43.18	3360.0	-0.0222	2688.0	-2762.45
E7	BINDING	A_PBAR	CELLSOFAR_0.99	0.99	5	-74.52	30.14	-170.99	21.95	-77.7	512.2	534	721.2	-55.19	1.3506	-44.25	3360.0	-0.0222	2688.0	-2762.52
E7	BINDING	A_PBAR	DAYSOFAR_0.5	0.5	5	-38.22	8.57	-139.41	62.98	-38.22	534.0	534	1020.2	-20.01	1.9105	-64.86	3360.0	-0.0114	2688.0	-2726.22
E7	BINDING	A_PBAR	DAYSOFAR_0.7	0.7	5	-35.67	3.76	-141.49	70.15	-35.67	534.0	534	992.0	-19.21	1.8577	-19.34	3360.0	-0.0106	2688.0	-2723.67
E7	BINDING	A_PBAR	DAYSOFAR_0.9	0.9	5	-69.49	11.8	-165.85	26.88	-69.49	534.0	534	825.2	-44.98	1.5453	-63.53	3360.0	-0.0207	2688.0	-2757.49
E7	BINDING	A_PBAR	FIRST_3		5	-52.51	0.0	-150.6	45.59	-52.51	534.0	534	1024.0	-27.38	1.9176	-52.51	3360.0	-0.0156	2688.0	-2740.51
E7	BINDING	A_PBAR	OCCUPANCY_0.5	0.5	5	-75.47	17.14	-156.77	5.83	-78.62	513.2	534	605.6	-66.62	1.1341	-37.18	3360.0	-0.0225	2688.0	-2763.47
E7	BINDING	A_PBAR	OCCUPANCY_1	1.0	5	-46.72	22.46	-133.3	39.85	-47.33	526.8	534	640.4	-39.06	1.1993	-63.71	3360.0	-0.0139	2688.0	-2734.72
E7	BINDING	A_PBAR	OCCUPANCY_2	2.0	5	-38.23	11.88	-132.91	56.44	-38.49	530.6	534	674.6	-30.28	1.2633	-24.14	3360.0	-0.0114	2688.0	-2726.23
E7	BINDING	A_PBAR	SECRETARY_0.1	0.1	5	16.58	17.65	-53.85	87.01	25.1	354.6	534	412.6	21.69	0.7727	-49.41	3360.0	0.0049	2688.0	-2671.42
E7	BINDING	A_PBAR	SECRETARY_0.25	0.25	5	-21.4	6.6	-59.63	16.83	-74.35	154.8	534	162.0	-71.04	0.3034	-54.28	3360.0	-0.0064	2688.0	-2709.4
E7	BINDING	A_PBAR	SECRETARY_0.5	0.5	5	11.83	3.1	-7.62	31.28	315.11	21.0	534	21.2	310.74	0.0397	-40.66	3360.0	0.0035	2688.0	-2676.17
E7	BINDING	A_PBAR	SECRETARY_0.6	0.6	5	5.5	2.87	-8.26	19.26	352.08	8.8	534	8.8	352.08	0.0165	-31.91	3360.0	0.0016	2688.0	-2682.5
E7	BINDING	A_PBAR	SECRETARY_0.7	0.7	5	-1.32	0.95	-4.16	1.51	-392.33	1.6	534	1.6	-490.42	0.003	-21.21	3360.0	-0.0004	2688.0	-2689.32
E7	BINDING	A_PBAR	SECRETARY_0.8	0.8	5	-0.7	0.89	-2.14	0.73	-375.5	0.6	534	0.6	-625.83	0.0011	-19.57	3360.0	-0.0002	2688.0	-2688.7
E7	BINDING	A_PBAR	SECRETARY_RE_0.1	0.1	5	16.58	17.65	-53.85	87.01	25.1	354.6	534	412.6	21.69	0.7727	-66.53	3360.0	0.0049	2688.0	-2671.42
E7	BINDING	A_PBAR	SECRETARY_RE_0.25	0.25	5	-21.4	6.6	-59.63	16.83	-74.35	154.8	534	162.0	-71.04	0.3034	-79.02	3360.0	-0.0064	2688.0	-2709.4
E7	BINDING	A_PBAR	SECRETARY_RE_0.5	0.5	5	11.83	3.1	-7.62	31.28	315.11	21.0	534	21.2	310.74	0.0397	-35.52	3360.0	0.0035	2688.0	-2676.17
E7	BINDING	A_PBAR	SECRETARY_RE_0.6	0.6	5	5.5	2.87	-8.26	19.26	352.08	8.8	534	8.8	352.08	0.0165	-40.02	3360.0	0.0016	2688.0	-2682.5
E7	BINDING	A_PBAR	SECRETARY_RE_0.7	0.7	5	-1.32	0.95	-4.16	1.51	-392.33	1.6	534	1.6	-490.42	0.003	-31.06	3360.0	-0.0004	2688.0	-2689.32
E7	BINDING	A_PBAR	SECRETARY_RE_0.8	0.8	5	-0.7	0.89	-2.14	0.73	-375.5	0.6	534	0.6	-625.83	0.0011	-13.06	3360.0	-0.0002	2688.0	-2688.7
E7	BINDING	A_PBAR	TAU_0.5	0.5	5	-52.51	0.0	-150.6	45.59	-52.51	534.0	534	1024.0	-27.38	1.9176	-62.19	3360.0	-0.0156	2688.0	-2740.51
E7	BINDING	A_PBAR	TAU_0.7	0.7	5	-63.77	7.6	-160.01	32.46	-63.77	534.0	534	1020.6	-33.37	1.9112	-68.4	3360.0	-0.019	2688.0	-2751.77
E7	BINDING	A_PBAR	TAU_0.8	0.8	5	-56.92	5.6	-151.44	37.6	-56.92	534.0	534	1004.0	-30.28	1.8801	-43.65	3360.0	-0.0169	2688.0	-2744.92
E7	BINDING	A_PBAR	TAU_0.9	0.9	5	-69.93	19.25	-168.32	28.47	-69.93	534.0	534	870.4	-42.99	1.63	-51.85	3360.0	-0.0208	2688.0	-2757.93
E7	BINDING	A_PBAR	TAU_0.95	0.95	5	-72.72	22.72	-168.14	22.71	-73.37	529.4	534	743.6	-52.46	1.3925	-54.24	3360.0	-0.0216	2688.0	-2760.72
E7	BINDING	A_PBAR	TAU_0.975	0.975	5	-58.65	22.05	-152.43	35.13	-65.24	484.6	534	592.0	-53.73	1.1086	-63.2	3360.0	-0.0175	2688.0	-2746.65
E7	BINDING	A_PBAR	TAU_0.99	0.99	5	-36.46	24.46	-119.39	46.47	-50.68	386.2	534	432.8	-45.44	0.8105	-65.99	3360.0	-0.0109	2688.0	-2724.46
E7	BINDING	A_PWIN	CELLSOFAR_0.8	0.8	5	-23.79	37.96	-126.84	79.27	-23.8	533.2	534	916.6	-13.85	1.7165	-72.71	3360.0	-0.0071	2688.0	-2711.79
E7	BINDING	A_PWIN	CELLSOFAR_0.9	0.9	5	-31.42	34.83	-131.79	68.95	-31.79	530.6	534	858.0	-19.97	1.6067	-57.23	3360.0	-0.0094	2688.0	-2719.42
E7	BINDING	A_PWIN	CELLSOFAR_0.95	0.95	5	-35.27	31.4	-133.24	62.7	-35.87	527.4	534	822.2	-23.33	1.5397	-36.72	3360.0	-0.0105	2688.0	-2723.27
E7	BINDING	A_PWIN	CELLSOFAR_0.99	0.99	5	-44.13	21.68	-141.85	53.6	-45.17	522.2	534	794.0	-29.95	1.4869	-84.23	3360.0	-0.0131	2688.0	-2732.13
E7	BINDING	A_PWIN	DAYSOFAR_0.5	0.5	5	-63.87	21.75	-155.29	27.54	-63.87	534.0	534	936.4	-36.32	1.7536	-44.03	3360.0	-0.019	2688.0	-2751.87
E7	BINDING	A_PWIN	DAYSOFAR_0.7	0.7	5	-52.07	28.79	-146.34	42.2	-52.1	533.8	534	860.6	-32.13	1.6116	-49.94	3360.0	-0.0155	2688.0	-2740.07
E7	BINDING	A_PWIN	DAYSOFAR_0.9	0.9	5	-32.05	20.54	-127.65	63.55	-32.67	525.2	534	754.6	-22.84	1.4131	-84.9	3360.0	-0.0095	2688.0	-2720.05
E7	BINDING	A_PWIN	FIRST_3		5	-52.51	0.0	-150.6	45.59	-52.51	534.0	534	1024.0	-27.38	1.9176	-52.51	3360.0	-0.0156	2688.0	-2740.51
