ep	asset	sec	side	p	call	src	compl	why
HG-20240118-S-E46	HG	10:35	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E79	NK	10:35	S	0.064	SKIP	RUBRIC	-	flow
SI-20240118-S-E30	SI	10:36	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E65	NK	10:38	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240118-L-E41	HG	10:42	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E47	HG	10:44	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E80	NK	10:44	S	0.091	SKIP	RUBRIC	-	level_held+fuel
SI-20240118-S-E31	SI	10:45	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E48	HG	10:47	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E32	SI	10:50	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E42	HG	10:52	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E33	SI	10:53	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E49	HG	10:55	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E50	HG	10:59	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E34	SI	10:59	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E43	HG	11:07	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E51	HG	11:12	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E81	NK	11:12	S	0.091	SKIP	RUBRIC	-	level_held+flow
HG-20240118-L-E44	HG	11:15	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E31	SI	11:18	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E66	NK	11:19	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow+fuel+wide
HG-20240118-L-E45	HG	11:24	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E35	SI	11:26	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E52	HG	11:27	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E36	SI	11:36	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E53	HG	11:37	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E67	NK	11:38	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E32	SI	11:43	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E68	NK	11:44	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E46	HG	11:50	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E33	SI	11:52	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E47	HG	11:54	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E34	SI	12:01	L	0.180	SKIP	OVERRIDE	HELD	NY open reset: $1,918 unspent, OR_EXT 25c away, 10h runway — the largest capacity of SI's day
NKD-20240118-L-E69	NK	12:01	L	0.220	SKIP	OVERRIDE	HELD	NY open reset on NKD: $1,598 unspent, sitting on an OR_EXT, 11h runway, flow flat rather than against
SI-20240118-S-E37	SI	12:23	S	0.091	SKIP	RUBRIC	HELD	fresh+level_held
HG-20240118-L-E48	HG	12:25	L	0.064	SKIP	RUBRIC	HELD	flow
SI-20240118-S-E38	SI	12:28	S	0.064	SKIP	RUBRIC	HELD	fresh+level_held+flow_against
HG-20240118-S-E54	HG	12:40	S	0.091	SKIP	RUBRIC	HELD	fresh+flow
SI-20240118-S-E39	SI	12:40	S	0.064	SKIP	RUBRIC	HELD	level_held+flow+wide
HG-20240118-S-E55	HG	12:44	S	0.064	SKIP	RUBRIC	HELD	flow
SI-20240118-L-E35	SI	12:46	L	0.091	SKIP	RUBRIC	HELD	fresh+level_held+flow+wide
HG-20240118-L-E49	HG	12:48	L	0.064	SKIP	RUBRIC	HELD	flow
NKD-20240118-S-E82	NK	12:50	S	0.091	SKIP	RUBRIC	HELD	fresh+level_held
SI-20240118-S-E40	SI	12:51	S	0.091	SKIP	RUBRIC	HELD	level_held+flow
SI-20240118-L-E36	SI	12:59	L	0.129	SKIP	RUBRIC	HELD	fresh+level_held+flow
NKD-20240118-L-E70	NK	13:03	L	0.091	SKIP	RUBRIC	HELD	level_held+flow
SI-20240118-S-E41	SI	13:05	S	0.064	SKIP	RUBRIC	HELD	fresh+level_held+flow_against+fuel+wide
SI-20240118-L-E37	SI	13:07	L	0.129	SKIP	RUBRIC	HELD	fresh+level_held+flow
SI-20240118-S-E42	SI	13:11	S	0.129	SKIP	RUBRIC	HELD	fresh+level_held+fuel
HG-20240118-S-E56	HG	13:16	S	0.129	SKIP	RUBRIC	HELD	fresh+flow+fuel
SI-20240118-L-E38	SI	13:20	L	0.091	SKIP	RUBRIC	HELD	level_held+flow
HG-20240118-L-E50	HG	13:25	L	0.091	SKIP	RUBRIC	HELD	level_held+flow
HG-20240118-S-E57	HG	13:33	S	0.182	SKIP	RUBRIC	HELD	fresh+level_held+flow+fuel
SI-20240118-S-E43	SI	13:34	S	0.182	SKIP	RUBRIC	HELD	fresh+level_held+flow+fuel
HG-20240118-S-E58	HG	13:36	S	0.091	SKIP	RUBRIC	HELD	fresh+flow
SI-20240118-L-E39	SI	13:40	L	0.064	SKIP	RUBRIC	HELD	level_held+flow+wide
SI-20240118-S-E44	SI	13:45	S	0.129	SKIP	RUBRIC	HELD	level_held+flow+fuel
HG-20240118-S-E59	HG	13:45	S	0.064	SKIP	RUBRIC	HELD	flow
SI-20240118-L-E40	SI	13:49	L	0.091	SKIP	RUBRIC	HELD	level_held+flow
NKD-20240118-S-E83	NK	13:53	S	0.129	SKIP	RUBRIC	HELD	fresh+level_held+flow+fuel+wide
HG-20240118-S-E60	HG	13:56	S	0.064	SKIP	RUBRIC	HELD	flow
SI-20240118-S-E45	SI	13:59	S	0.129	SKIP	RUBRIC	HELD	level_held+flow+fuel
NKD-20240118-S-E84	NK	14:00	S	0.091	SKIP	RUBRIC	HELD	fresh+level_held+fuel+wide
SI-20240118-S-E46	SI	14:04	S	0.045	SKIP	RUBRIC	HELD	level_held+flow_against
HG-20240118-L-E51	HG	14:05	L	0.045	SKIP	RUBRIC	HELD	fresh+flow_against
NKD-20240118-L-E71	NK	14:06	L	0.045	SKIP	RUBRIC	HELD	stale+level_held+flow+wide
SI-20240118-L-E41	SI	14:07	L	0.064	SKIP	RUBRIC	HELD	level_held+fuel+wide
HG-20240118-L-E52	HG	14:07	L	0.064	SKIP	RUBRIC	HELD	fresh+flow_against+fuel
SI-20240118-S-E47	SI	14:08	S	0.064	SKIP	RUBRIC	HELD	level_held
NKD-20240118-L-E72	NK	14:10	L	0.045	SKIP	RUBRIC	HELD	stale+level_held+flow+wide
HG-20240118-S-E61	HG	14:10	S	0.091	SKIP	RUBRIC	HELD	level_held+flow
HG-20240118-L-E53	HG	14:12	L	0.129	SKIP	RUBRIC	HELD	fresh+level_held+fuel
SI-20240118-L-E42	SI	14:15	L	0.091	SKIP	RUBRIC	HELD	level_held+fuel
HG-20240118-S-E62	HG	14:16	S	0.045	SKIP	RUBRIC	HELD	level_held+flow_against
SI-20240118-S-E48	SI	14:16	S	0.091	SKIP	RUBRIC	HELD	level_held+flow
HG-20240118-L-E54	HG	14:24	L	0.182	SKIP	RUBRIC	VETO	fresh+level_held+flow+fuel
HG-20240118-S-E63	HG	14:28	S	0.045	SKIP	RUBRIC	VETO	level_held+flow_against
SI-20240118-L-E43	SI	14:30	L	0.129	SKIP	RUBRIC	VETO	fresh+level_held+flow_against+fuel+burst
SI-20240118-S-E49	SI	14:30	S	0.129	SKIP	RUBRIC	VETO	level_held+flow+burst
HG-20240118-S-E64	HG	14:30	S	0.045	SKIP	RUBRIC	VETO	level_held+flow_against
NKD-20240118-S-E85	NK	14:30	S	0.091	SKIP	RUBRIC	VETO	fresh+level_held+fuel+wide
HG-20240118-L-E55	HG	14:30	L	0.182	SKIP	RUBRIC	VETO	fresh+level_held+flow+fuel
NKD-20240118-L-E73	NK	14:33	L	0.045	SKIP	RUBRIC	VETO	stale+level_held+flow+wide
HG-20240118-S-E65	HG	14:36	S	0.045	SKIP	RUBRIC	VETO	level_held+flow_against
NKD-20240118-S-E86	NK	14:38	S	0.091	SKIP	RUBRIC	VETO	fresh+level_held+fuel+wide
SI-20240118-S-E50	SI	14:40	S	0.045	SKIP	RUBRIC	-	level_held+flow_against
NKD-20240118-L-E74	NK	14:47	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
SI-20240118-L-E44	SI	14:47	L	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
NKD-20240118-S-E87	NK	14:50	S	0.091	SKIP	RUBRIC	-	fresh+level_held
SI-20240118-S-E51	SI	14:53	S	0.032	SKIP	RUBRIC	-	level_held+flow_against+wide
HG-20240118-L-E56	HG	14:53	L	0.182	TAKE	RUBRIC	-	fresh+level_held+flow+fuel
NKD-20240118-L-E75	NK	14:54	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240118-S-E66	HG	14:55	S	0.045	SKIP	RUBRIC	-	level_held+flow_against
SI-20240118-S-E52	SI	14:56	S	0.045	SKIP	RUBRIC	-	level_held+flow_against
NKD-20240118-S-E88	NK	14:58	S	0.045	SKIP	RUBRIC	-	level_held+flow_against
SI-20240118-L-E45	SI	15:01	L	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
HG-20240118-L-E57	HG	15:03	L	0.150	SKIP	OVERRIDE	-	fvol ladder level 1c away, 5-min flow +88, $456 unspent against a $1,017 range_hat
NKD-20240118-L-E76	NK	15:03	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow+fuel+wide
SI-20240118-S-E53	SI	15:05	S	0.064	SKIP	RUBRIC	-	level_held
NKD-20240118-S-E89	NK	15:05	S	0.064	SKIP	RUBRIC	-	level_held
HG-20240118-S-E67	HG	15:07	S	0.045	SKIP	RUBRIC	-	level_held+flow_against
SI-20240118-L-E46	SI	15:07	L	0.091	SKIP	RUBRIC	-	level_held+fuel
SI-20240118-S-E54	SI	15:09	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240118-L-E77	NK	15:10	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
SI-20240118-L-E47	SI	15:12	L	0.120	SKIP	OVERRIDE	-	OR_EXT at 0, +200 slope5m, flow +127 — momentum but the phase is 60% spent
NKD-20240118-L-E78	NK	15:12	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
HG-20240118-L-E58	HG	15:13	L	0.091	SKIP	RUBRIC	-	level_held+flow
SI-20240118-S-E55	SI	15:15	S	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
HG-20240118-S-E68	HG	15:15	S	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
NKD-20240118-S-E90	NK	15:19	S	0.064	SKIP	RUBRIC	-	level_held+flow+wide
HG-20240118-S-E69	HG	15:20	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
SI-20240118-L-E48	SI	15:21	L	0.091	SKIP	RUBRIC	-	level_held+flow+fuel+wide
HG-20240118-L-E59	HG	15:24	L	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
HG-20240118-S-E70	HG	15:25	S	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
SI-20240118-S-E56	SI	15:27	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
NKD-20240118-L-E79	NK	15:27	L	0.064	SKIP	RUBRIC	-	stale+level_held+fuel
SI-20240118-L-E49	SI	15:29	L	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
SI-20240118-S-E57	SI	15:30	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240118-L-E80	NK	15:30	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
HG-20240118-L-E60	HG	15:31	L	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
NKD-20240118-S-E91	NK	15:31	S	0.064	SKIP	RUBRIC	-	level_held+flow+wide
HG-20240118-S-E71	HG	15:31	S	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
SI-20240118-S-E58	SI	15:37	S	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
HG-20240118-S-E72	HG	15:37	S	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
SI-20240118-L-E50	SI	15:39	L	0.250	TAKE	OVERRIDE	-	the burst seat: OR_EXT at 0.0c, 1,590 events in 60s, rv60 211 vs rv1800 478, 5-min flow +95 with the long, refill 0.72, and the last four lows all at the same price with the highs stepping up (A2 refail on the SHORT side = the long's edge)
NKD-20240118-L-E81	NK	15:39	L	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
HG-20240118-L-E61	HG	15:40	L	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
SI-20240118-S-E59	SI	15:41	S	0.045	SKIP	RUBRIC	-	stale+level_held
HG-20240118-L-E62	HG	15:42	L	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
HG-20240118-S-E73	HG	15:43	S	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
NKD-20240118-S-E92	NK	15:43	S	0.129	SKIP	RUBRIC	-	fresh+level_held+fuel
SI-20240118-L-E51	SI	15:47	L	0.200	SKIP	OVERRIDE	-	same thesis 8 minutes later, bigger burst (3,981 events/60s, trades/min 187)
SI-20240118-S-E60	SI	15:49	S	0.022	SKIP	RUBRIC	-	stale+level_held+flow_against+wide
NKD-20240118-L-E82	NK	15:50	L	0.045	SKIP	RUBRIC	-	stale+level_held
HG-20240118-S-E74	HG	15:50	S	0.045	SKIP	RUBRIC	-	stale+flow
NKD-20240118-S-E93	NK	15:52	S	0.182	TAKE	RUBRIC	-	fresh+level_held+flow+fuel
HG-20240118-L-E63	HG	15:54	L	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
NKD-20240118-L-E83	NK	15:56	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240118-S-E75	HG	15:57	S	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
SI-20240118-S-E61	SI	15:57	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow_against+fuel
HG-20240118-L-E64	HG	15:59	L	0.129	SKIP	RUBRIC	-	fresh+level_held+flow
NKD-20240118-L-E84	NK	16:00	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E62	SI	16:02	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow_against+fuel
NKD-20240118-S-E94	NK	16:02	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E76	HG	16:03	S	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
SI-20240118-L-E52	SI	16:05	L	0.091	SKIP	RUBRIC	-	level_held+flow
NKD-20240118-L-E85	NK	16:05	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E65	HG	16:07	L	0.091	SKIP	RUBRIC	-	level_held+flow
HG-20240118-S-E77	HG	16:09	S	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
SI-20240118-S-E63	SI	16:10	S	0.091	SKIP	RUBRIC	-	stale+level_held+flow+fuel
HG-20240118-L-E66	HG	16:13	L	0.091	SKIP	RUBRIC	-	level_held+flow
SI-20240118-L-E53	SI	16:15	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
SI-20240118-L-E54	SI	16:19	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240118-S-E95	NK	16:21	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E78	HG	16:22	S	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
SI-20240118-S-E64	SI	16:22	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow_against+fuel
NKD-20240118-L-E86	NK	16:24	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E79	HG	16:25	S	0.064	SKIP	RUBRIC	-	stale+level_held+flow
SI-20240118-L-E55	SI	16:28	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
NKD-20240118-S-E96	NK	16:30	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E67	HG	16:31	L	0.064	SKIP	RUBRIC	-	flow
NKD-20240118-S-E97	NK	16:33	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E80	HG	16:33	S	0.032	SKIP	RUBRIC	-	stale+flow_against+fuel
NKD-20240118-L-E87	NK	16:36	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E68	HG	16:36	L	0.129	SKIP	RUBRIC	-	level_held+flow+burst
NKD-20240118-L-E88	NK	16:39	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E81	HG	16:42	S	0.129	SKIP	RUBRIC	-	fresh+level_held+fuel
SI-20240118-S-E65	SI	16:42	S	0.091	SKIP	RUBRIC	-	fresh+level_held+flow_against+fuel
HG-20240118-S-E82	HG	16:44	S	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
HG-20240118-S-E83	HG	16:48	S	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
NKD-20240118-S-E98	NK	16:49	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E56	SI	16:51	L	0.045	SKIP	RUBRIC	-	stale+level_held
HG-20240118-L-E69	HG	16:52	L	0.091	SKIP	RUBRIC	-	level_held+flow
NKD-20240118-L-E89	NK	16:52	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E66	SI	16:53	S	0.064	SKIP	RUBRIC	-	level_held+flow_against+fuel
NKD-20240118-S-E99	NK	16:56	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E70	HG	16:57	L	0.091	SKIP	RUBRIC	-	level_held+flow
SI-20240118-S-E67	SI	16:59	S	0.091	SKIP	RUBRIC	-	level_held+flow+fuel+wide
HG-20240118-S-E84	HG	16:59	S	0.064	SKIP	RUBRIC	-	level_held+flow_against+fuel
NKD-20240118-S-E100	NK	16:59	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E71	HG	17:02	L	0.091	SKIP	RUBRIC	-	level_held+flow
NKD-20240118-S-E101	NK	17:03	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E72	HG	17:04	L	0.091	SKIP	RUBRIC	-	level_held+flow
SI-20240118-L-E57	SI	17:05	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240118-S-E85	HG	17:06	S	0.064	SKIP	RUBRIC	-	level_held+flow_against+fuel
SI-20240118-S-E68	SI	17:08	S	0.091	SKIP	RUBRIC	-	level_held+fuel
NKD-20240118-L-E90	NK	17:09	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E73	HG	17:11	L	0.091	SKIP	RUBRIC	-	level_held+flow
SI-20240118-L-E58	SI	17:11	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
SI-20240118-S-E69	SI	17:16	S	0.091	SKIP	RUBRIC	-	level_held+flow+fuel+wide
NKD-20240118-L-E91	NK	17:18	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E74	HG	17:22	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E59	SI	17:23	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
SI-20240118-L-E60	SI	17:29	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
NKD-20240118-S-E102	NK	17:32	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E86	HG	17:32	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E70	SI	17:33	S	0.129	SKIP	RUBRIC	-	fresh+level_held+fuel
NKD-20240118-L-E92	NK	17:35	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E75	HG	17:36	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E71	SI	17:40	S	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
HG-20240118-S-E87	HG	17:43	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E76	HG	17:44	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E88	HG	17:48	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E72	SI	17:49	S	0.091	SKIP	RUBRIC	-	level_held+flow+fuel+wide
NKD-20240118-S-E103	NK	17:49	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E77	HG	17:52	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E93	NK	17:54	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E61	SI	17:56	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240118-S-E89	HG	18:01	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E62	SI	18:02	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
HG-20240118-L-E78	HG	18:02	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E104	NK	18:02	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E73	SI	18:03	S	0.064	SKIP	RUBRIC	-	level_held+flow_against+fuel
HG-20240118-S-E90	HG	18:04	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E94	NK	18:05	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E91	HG	18:07	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E63	SI	18:16	L	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
NKD-20240118-L-E95	NK	18:16	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E96	NK	18:19	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E92	HG	18:20	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E105	NK	18:21	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E74	SI	18:21	S	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
SI-20240118-L-E64	SI	18:26	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240118-L-E79	HG	18:29	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E93	HG	18:32	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E106	NK	18:32	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E94	HG	18:34	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E80	HG	18:41	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E97	NK	18:41	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E65	SI	18:41	L	0.045	SKIP	RUBRIC	-	stale+level_held+flow+wide
HG-20240118-S-E95	HG	18:45	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E98	NK	18:49	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E81	HG	18:50	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E96	HG	18:51	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E107	NK	18:59	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E66	SI	19:00	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240118-S-E97	HG	19:01	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E108	NK	19:02	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E75	SI	19:03	S	0.129	SKIP	RUBRIC	-	level_held+flow+fuel
HG-20240118-L-E82	HG	19:05	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E67	SI	19:05	L	0.032	SKIP	RUBRIC	-	stale+level_held+flow_against
NKD-20240118-L-E99	NK	19:10	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E83	HG	19:10	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E98	HG	19:13	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E76	SI	19:13	S	0.091	SKIP	RUBRIC	-	stale+level_held+flow+fuel
NKD-20240118-S-E109	NK	19:14	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E99	HG	19:16	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E100	NK	19:17	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E110	NK	19:20	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E77	SI	19:20	S	0.045	SKIP	RUBRIC	-	stale+level_held+flow_against+fuel
HG-20240118-L-E84	HG	19:21	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E111	NK	19:24	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E100	HG	19:24	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E68	SI	19:24	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
HG-20240118-L-E85	HG	19:24	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E101	NK	19:25	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E78	SI	19:26	S	0.182	SKIP	RUBRIC	-	fresh+level_held+flow+fuel
NKD-20240118-S-E112	NK	19:27	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E69	SI	19:29	L	0.064	SKIP	RUBRIC	-	stale+level_held+flow
NKD-20240118-L-E102	NK	19:34	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E103	NK	19:40	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E86	HG	19:42	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E113	NK	19:43	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E104	NK	19:44	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E101	HG	19:57	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E79	SI	20:04	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E87	HG	20:08	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E114	NK	20:20	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E102	HG	20:20	S	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E80	SI	20:23	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E105	NK	20:25	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E88	HG	20:26	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E70	SI	20:26	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E71	SI	20:33	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-S-E81	SI	20:40	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E103	HG	20:41	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E115	NK	20:43	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E104	HG	20:45	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E116	NK	20:48	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E105	HG	20:50	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E106	NK	20:51	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E89	HG	20:55	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E107	NK	20:55	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E90	HG	21:00	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E91	HG	21:08	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E72	SI	21:11	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E73	SI	21:32	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E117	NK	21:42	S	0.010	SKIP	RUBRIC	-	no_room
