# PORT M2 port m2 EXIT CENSUS 2 — exit rules priced on the agreement-selected books (E3-E7 develop; prop constraints enforced in code) (lane=port-m2-exits2; version=PORT-M2-EXITCENSUS2-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# PROP LAW, ENFORCED IN CODE: no exit before 1800 seconds (30 minutes) of hold.  `_check_holds` REFUSES the stage if any priced seat holds less than that with the phase close still open, so a hold shorter than 30 minutes can only be the phase close itself arriving.  Every rule is POSITION MANAGEMENT on an open trade; no microscalp is expressible.
# The $900 wall and the phase-close contract stay in force.  A rule may only move the exit EARLIER than the phase close; the wall always wins if it reaches the position first.
# THE SEAT SET IS HELD FIXED across every rule.  Earlier exits free occupancy, so re-seating could only ADD trades; not counting them is the conservative choice and is declared, not hidden.
# d_* columns are deltas against the PHASE-CLOSE baseline on the SAME book and the SAME seats.  d_usd_per_session_displaced is the same rule's hold-time distribution randomly re-assigned across seats (same timing, no path information); d_minus_displaced is the information the rule actually adds.  A rule whose d_minus_displaced is ~0 is a hold-length artefact.
# capture_of_ceiling = usd_per_session / the ENTRY FORESIGHT ceiling (the per-session one-position DP over every candidate, phase-close contract) -- what perfect ENTRY selection is worth.  capture_of_full_ceiling uses the anchored ORACLE legs, i.e. perfect entries AND perfect exits (clairvoyant; an outer bound nobody can trade).
# TARGETS ON THE TABLE FACE: floor $2000/session/asset (floor_2000); aim $2500-3000 (aim_2500_3000).
# FAMILY 3 (PARTIAL BANK) IS NOT DEPLOYABLE AT ONE CONTRACT -- you cannot sell half a contract.  Its rows are the two-contract-equivalent (each half carries half the gross, the round-trip cost charged once, the second exit's own slippage NOT charged) and are a SIZING QUESTION FOR THE USER, never a drop-in rule.
era	asset	book_tau	family	rule	knob	n_seats	n_sessions	usd_per_trade	usd_per_session	d_usd_per_trade	d_usd_per_session	d_usd_per_session_displaced	d_minus_displaced	win_rate	d_win_rate	wall_stopped_rate	d_wall_stopped_rate	mean_giveback_usd	frac_triggered	hold_min_s	hold_p10_s	hold_p50_s	hold_mean_s	dd_p50	dd_p90	dd_max	frac_sessions_dd_over_1000	d_frac_sessions_dd_over_1000	weekly_pnl_mean	weekly_pnl_p10	losing_week_frac	entry_foresight_ceiling	capture_of_ceiling	full_ceiling	capture_of_full_ceiling	floor_2000	aim_2500_3000	thin_book
E3	SI	0.80	2-STRUCTURE-TRAIL	TRAIL_A600_W60	arm at +$600, stop behind the 60min extreme	12	12	388.75	388.75	-58.33	-58.33	-49.61	-8.72	0.9167	0.0	0.0	0.0	329.17	0.5833	5294	6454	13718	12458	0.0	0.0	267.5	0.0	0.0	424.09	145.0	0.0909	3713.13	0.1047	3462.5	0.1123			THIN(<30 SEATS)
E3	SI	0.80	2-STRUCTURE-TRAIL	TRAIL_A900_W30	arm at +$900, stop behind the 30min extreme	12	12	462.71	462.71	15.63	15.63	-73.69	89.32	0.9167	0.0	0.0	0.0	285.42	0.5	5470	9622	13806	13523	0.0	0.0	267.5	0.0	0.0	504.77	145.0	0.0909	3713.13	0.1246	3462.5	0.1336			THIN(<30 SEATS)
E3	SI	0.80	2-STRUCTURE-TRAIL	TRAIL_A900_W60	arm at +$900, stop behind the 60min extreme	12	12	409.58	409.58	-37.5	-37.5	-44.4	6.9	0.9167	0.0	0.0	0.0	338.54	0.5	6280	9719	14697	14243	0.0	0.0	267.5	0.0	0.0	446.82	145.0	0.0909	3713.13	0.1103	3462.5	0.1183			THIN(<30 SEATS)
E3	SI	0.80	2-STRUCTURE-TRAIL	TRAIL_A1200_W30	arm at +$1200, stop behind the 30min extreme	12	12	525.21	525.21	78.13	78.13	-19.79	97.92	0.9167	0.0	0.0	0.0	273.96	0.25	5470	9969	17029	16676	0.0	0.0	267.5	0.0	0.0	572.95	145.0	0.0909	3713.13	0.1414	3462.5	0.1517			THIN(<30 SEATS)
E3	SI	0.80	2-STRUCTURE-TRAIL	TRAIL_A1200_W60	arm at +$1200, stop behind the 60min extreme	12	12	477.29	477.29	30.21	30.21	-30.2	60.42	0.9167	0.0	0.0	0.0	321.88	0.25	6280	9969	17248	16787	0.0	0.0	267.5	0.0	0.0	520.68	145.0	0.0909	3713.13	0.1285	3462.5	0.1378			THIN(<30 SEATS)
E3	SI	0.80	4-TIME-DECAY	TIME120_T150	at entry+120min below +$150 -> exit at market	12	12	377.29	377.29	-69.79	-69.79	-64.71	-5.08	0.9167	0.0	0.0	0.0	373.96	0.25	7200	7200	17349	16883	0.0	0.0	167.5	0.0	0.0	411.59	45.0	0.0909	3713.13	0.1016	3462.5	0.109			THIN(<30 SEATS)
E3	SI	0.80	4-TIME-DECAY	TIME120_T300	at entry+120min below +$300 -> exit at market	12	12	364.79	364.79	-82.29	-82.29	-87.11	4.82	0.9167	0.0	0.0	0.0	264.58	0.5833	7200	7200	7200	12138	0.0	0.0	167.5	0.0	0.0	397.95	45.0	0.0909	3713.13	0.0982	3462.5	0.1054			THIN(<30 SEATS)
E3	SI	0.80	4-TIME-DECAY	TIME180_T150	at entry+180min below +$150 -> exit at market	12	12	408.54	408.54	-38.54	-38.54	-35.15	-3.39	0.8333	-0.0834	0.0	0.0	398.96	0.25	9585	10800	18369	18695	0.0	72.0	267.5	0.0	0.0	445.68	32.5	0.0909	3713.13	0.11	3462.5	0.118			THIN(<30 SEATS)
E3	SI	0.80	4-TIME-DECAY	TIME180_T300	at entry+180min below +$300 -> exit at market	12	12	402.29	402.29	-44.79	-44.79	-55.6	10.81	0.8333	-0.0834	0.0	0.0	405.21	0.3333	9585	10800	18369	18476	0.0	72.0	267.5	0.0	0.0	438.86	32.5	0.0909	3713.13	0.1083	3462.5	0.1162			THIN(<30 SEATS)
E3	SI	0.80	5-COMBINATION	CMB_B600_TRAIL600_30	-$600 cut OR trail(+$600,30min)	12	12	414.79	414.79	-32.29	-32.29	-66.01	33.72	0.9167	0.0	0.0	0.0	238.54	0.5833	4461	5564	11300	11124	0.0	0.0	267.5	0.0	0.0	452.5	145.0	0.0909	3713.13	0.1117	3462.5	0.1198			THIN(<30 SEATS)
E3	SI	0.80	5-COMBINATION	CMB_FLOW05_TRAIL600_30	flow cut OR trail(+$600,30min)	12	12	120.0	120.0	-327.08	-327.08	-285.02	-42.06	0.4167	-0.5	0.0	0.0	281.25	1.0	1872	2333	3108	4083	73.75	301.25	355.0	0.0	0.0	130.91	-305.0	0.6364	3713.13	0.0323	3462.5	0.0347			THIN(<30 SEATS)
E3	SI	0.80	5-COMBINATION	CMB_B600_TRAIL600_60	-$600 cut OR trail(+$600,60min)	12	12	388.75	388.75	-58.33	-58.33	-42.44	-15.89	0.9167	0.0	0.0	0.0	329.17	0.5833	5294	6454	13718	12458	0.0	0.0	267.5	0.0	0.0	424.09	145.0	0.0909	3713.13	0.1047	3462.5	0.1123			THIN(<30 SEATS)
E3	SI	0.80	5-COMBINATION	CMB_FLOW05_TRAIL600_60	flow cut OR trail(+$600,60min)	12	12	178.33	178.33	-268.75	-268.75	-233.33	-35.42	0.4167	-0.5	0.0	0.0	287.5	1.0	1872	2333	3108	4857	73.75	301.25	355.0	0.0	0.0	194.55	-305.0	0.6364	3713.13	0.048	3462.5	0.0515			THIN(<30 SEATS)
E3	SI	0.80	5-COMBINATION	CMB_B600_TRAIL900_30	-$600 cut OR trail(+$900,30min)	12	12	462.71	462.71	15.63	15.63	-46.74	62.37	0.9167	0.0	0.0	0.0	285.42	0.5	5470	9622	13806	13523	0.0	0.0	267.5	0.0	0.0	504.77	145.0	0.0909	3713.13	0.1246	3462.5	0.1336			THIN(<30 SEATS)
E3	SI	0.80	5-COMBINATION	CMB_FLOW05_TRAIL900_30	flow cut OR trail(+$900,30min)	12	12	186.67	186.67	-260.41	-260.41	-229.68	-30.73	0.4167	-0.5	0.0	0.0	279.17	1.0	1872	2333	3108	4848	73.75	301.25	355.0	0.0	0.0	203.64	-305.0	0.6364	3713.13	0.0503	3462.5	0.0539			THIN(<30 SEATS)
E3	SI	0.80	5-COMBINATION	CMB_B600_TRAIL900_60	-$600 cut OR trail(+$900,60min)	12	12	409.58	409.58	-37.5	-37.5	-44.01	6.51	0.9167	0.0	0.0	0.0	338.54	0.5	6280	9719	14697	14243	0.0	0.0	267.5	0.0	0.0	446.82	145.0	0.0909	3713.13	0.1103	3462.5	0.1183			THIN(<30 SEATS)
E3	SI	0.80	5-COMBINATION	CMB_FLOW05_TRAIL900_60	flow cut OR trail(+$900,60min)	12	12	178.33	178.33	-268.75	-268.75	-258.59	-10.16	0.4167	-0.5	0.0	0.0	287.5	1.0	1872	2333	3108	4857	73.75	301.25	355.0	0.0	0.0	194.55	-305.0	0.6364	3713.13	0.048	3462.5	0.0515			THIN(<30 SEATS)
E3	SI	0.80	5-COMBINATION	CMB_B600_TIME180_300	-$600 cut OR time-decay(180min,+$300)	12	12	402.29	402.29	-44.79	-44.79	-36.19	-8.6	0.8333	-0.0834	0.0	0.0	405.21	0.3333	9585	10800	18369	18476	0.0	72.0	267.5	0.0	0.0	438.86	32.5	0.0909	3713.13	0.1083	3462.5	0.1162			THIN(<30 SEATS)
E3	SI	0.80	5-COMBINATION	CMB_TRIPLE	-$600 OR trail(+$900,60min) OR time(180,+$300)	12	12	364.79	364.79	-82.29	-82.29	-58.07	-24.22	0.8333	-0.0834	0.0	0.0	383.33	0.8333	6280	9706	10865	12835	0.0	72.0	267.5	0.0	0.0	397.95	32.5	0.0909	3713.13	0.0982	3462.5	0.1054			THIN(<30 SEATS)
E3	SI	0.80	5-COMBINATION	CMB_FLOW_TRAIL_TIME	flow OR trail(+$600,60min) OR time(180,+$300)	12	12	178.33	178.33	-268.75	-268.75	-267.18	-1.57	0.4167	-0.5	0.0	0.0	287.5	1.0	1872	2333	3108	4857	73.75	301.25	355.0	0.0	0.0	194.55	-305.0	0.6364	3713.13	0.048	3462.5	0.0515			THIN(<30 SEATS)
E3	SI	0.80	5-COMBINATION	CMB_ANY3_TRAIL900_60	any-3 disqualification OR trail(+$900,60)	12	12	178.33	178.33	-268.75	-268.75	-275.78	7.03	0.4167	-0.5	0.0	0.0	287.5	1.0	1872	2333	3108	4857	73.75	301.25	355.0	0.0	0.0	194.55	-305.0	0.6364	3713.13	0.048	3462.5	0.0515			THIN(<30 SEATS)
E3	SI	0.80	3-PARTIAL-BANK(NEEDS>=2 CONTRACTS)	PARTIAL_B900	half off at +$900, remainder to phase close	12	12	483.02	483.02	35.94	35.94	-16.66	52.6	0.9167	0.0	0.0	0.0	324.48	0.5	9585	13506	18369	19883	0.0	0.0	267.5	0.0	0.0	526.93	145.0	0.0909	3713.13	0.1301	3462.5	0.1395			THIN(<30 SEATS)
E3	SI	0.80	3-PARTIAL-BANK(NEEDS>=2 CONTRACTS)	PARTIAL_B1200	half off at +$1200, remainder to phase close	12	12	508.02	508.02	60.94	60.94	-30.2	91.14	0.9167	0.0	0.0	0.0	299.48	0.25	9585	13506	18369	19883	0.0	0.0	267.5	0.0	0.0	554.2	145.0	0.0909	3713.13	0.1368	3462.5	0.1467			THIN(<30 SEATS)
E3	HG	0.80	0-BASELINE	PHASE_CLOSE	ride to phase close, $900 wall	5	4	810.0	1012.5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	493.75	0.0	12737	13395	20282	21666	0.0	0.0	0.0	0.0	0.0	1350.0	727.5	0.0	3045.94	0.3324	2367.19	0.4277			THIN(<30 SEATS)
E3	HG	0.80	1-MID-HOLD-DISQ	MHD_STRUCT_0.05ATR	reclaim level lost by 0.05 ATR	5	4	810.0	1012.5	0.0	0.0	33.01	-33.01	1.0	0.0	0.0	0.0	493.75	0.0	12737	13395	20282	21666	0.0	0.0	0.0	0.0	0.0	1350.0	727.5	0.0	3045.94	0.3324	2367.19	0.4277			THIN(<30 SEATS)
E3	HG	0.80	1-MID-HOLD-DISQ	MHD_STRUCT_0.10ATR	reclaim level lost by 0.10 ATR	5	4	810.0	1012.5	0.0	0.0	23.83	-23.83	1.0	0.0	0.0	0.0	493.75	0.0	12737	13395	20282	21666	0.0	0.0	0.0	0.0	0.0	1350.0	727.5	0.0	3045.94	0.3324	2367.19	0.4277			THIN(<30 SEATS)
E3	HG	0.80	1-MID-HOLD-DISQ	MHD_STRUCT_0.20ATR	reclaim level lost by 0.20 ATR	5	4	810.0	1012.5	0.0	0.0	14.06	-14.06	1.0	0.0	0.0	0.0	493.75	0.0	12737	13395	20282	21666	0.0	0.0	0.0	0.0	0.0	1350.0	727.5	0.0	3045.94	0.3324	2367.19	0.4277			THIN(<30 SEATS)
E3	HG	0.80	1-MID-HOLD-DISQ	MHD_FLOW15_LOOSE	15min no new high + net down (LOOSE)	5	4	600.0	750.0	-210.0	-262.5	-396.09	133.59	0.8	-0.2	0.0	0.0	181.25	1.0	1800	1962	2577	3302	0.0	51.63	73.75	0.0	0.0	1000.0	147.5	0.3333	3045.94	0.2462	2367.19	0.3168			THIN(<30 SEATS)
E3	HG	0.80	1-MID-HOLD-DISQ	MHD_FLOW15_0.05ATR	15min against, >=0.05 ATR given up	5	4	628.75	785.94	-181.25	-226.56	-225.0	-1.56	1.0	0.0	0.0	0.0	355.0	1.0	2252	2523	4122	6753	0.0	0.0	0.0	0.0	0.0	1047.92	628.75	0.0	3045.94	0.258	2367.19	0.332			THIN(<30 SEATS)
E3	HG	0.80	1-MID-HOLD-DISQ	MHD_FLOW15_0.10ATR	15min against, >=0.10 ATR given up	5	4	705.0	881.25	-105.0	-131.25	-101.95	-29.3	1.0	0.0	0.0	0.0	343.75	0.8	2931	3407	8602	11293	0.0	0.0	0.0	0.0	0.0	1175.0	823.75	0.0	3045.94	0.2893	2367.19	0.3723			THIN(<30 SEATS)
E3	HG	0.80	1-MID-HOLD-DISQ	MHD_FLOW15_0.25ATR	15min against, >=0.25 ATR given up	5	4	831.25	1039.06	21.25	26.56	-151.37	177.93	1.0	0.0	0.0	0.0	472.5	0.2	2958	6869	20282	19381	0.0	0.0	0.0	0.0	0.0	1385.42	808.75	0.0	3045.94	0.3411	2367.19	0.4389			THIN(<30 SEATS)
E3	HG	0.80	1-MID-HOLD-DISQ	MHD_BELOW400	sits below -$400	5	4	810.0	1012.5	0.0	0.0	16.99	-16.99	1.0	0.0	0.0	0.0	493.75	0.0	12737	13395	20282	21666	0.0	0.0	0.0	0.0	0.0	1350.0	727.5	0.0	3045.94	0.3324	2367.19	0.4277			THIN(<30 SEATS)
E3	HG	0.80	1-MID-HOLD-DISQ	MHD_BELOW600	sits below -$600	5	4	810.0	1012.5	0.0	0.0	-12.5	12.5	1.0	0.0	0.0	0.0	493.75	0.0	12737	13395	20282	21666	0.0	0.0	0.0	0.0	0.0	1350.0	727.5	0.0	3045.94	0.3324	2367.19	0.4277			THIN(<30 SEATS)
E3	HG	0.80	1-MID-HOLD-DISQ	MHD_FLOW05_OR_B600	flow OR -$600	5	4	628.75	785.94	-181.25	-226.56	-206.84	-19.72	1.0	0.0	0.0	0.0	355.0	1.0	2252	2523	4122	6753	0.0	0.0	0.0	0.0	0.0	1047.92	628.75	0.0	3045.94	0.258	2367.19	0.332			THIN(<30 SEATS)
E3	HG	0.80	1-MID-HOLD-DISQ	MHD_FLOW05_OR_B400	flow OR -$400	5	4	628.75	785.94	-181.25	-226.56	-224.02	-2.54	1.0	0.0	0.0	0.0	355.0	1.0	2252	2523	4122	6753	0.0	0.0	0.0	0.0	0.0	1047.92	628.75	0.0	3045.94	0.258	2367.19	0.332			THIN(<30 SEATS)
E3	HG	0.80	1-MID-HOLD-DISQ	MHD_STRUCT10_OR_FLOW05	struct .10 OR flow	5	4	628.75	785.94	-181.25	-226.56	-262.11	35.55	1.0	0.0	0.0	0.0	355.0	1.0	2252	2523	4122	6753	0.0	0.0	0.0	0.0	0.0	1047.92	628.75	0.0	3045.94	0.258	2367.19	0.332			THIN(<30 SEATS)
E3	HG	0.80	1-MID-HOLD-DISQ	MHD_ANY3	struct .10 OR flow OR -$600	5	4	628.75	785.94	-181.25	-226.56	-293.55	66.99	1.0	0.0	0.0	0.0	355.0	1.0	2252	2523	4122	6753	0.0	0.0	0.0	0.0	0.0	1047.92	628.75	0.0	3045.94	0.258	2367.19	0.332			THIN(<30 SEATS)
E3	HG	0.80	1-MID-HOLD-DISQ	MHD_STRUCT10_AND_FLOW05	struct .10 AND flow (later of the two)	5	4	810.0	1012.5	0.0	0.0	-4.49	4.49	1.0	0.0	0.0	0.0	493.75	0.0	12737	13395	20282	21666	0.0	0.0	0.0	0.0	0.0	1350.0	727.5	0.0	3045.94	0.3324	2367.19	0.4277			THIN(<30 SEATS)
E3	HG	0.80	1-MID-HOLD-DISQ	MHD_BELOW600_AND_FLOW05	-$600 AND flow (later of the two)	5	4	810.0	1012.5	0.0	0.0	74.61	-74.61	1.0	0.0	0.0	0.0	493.75	0.0	12737	13395	20282	21666	0.0	0.0	0.0	0.0	0.0	1350.0	727.5	0.0	3045.94	0.3324	2367.19	0.4277			THIN(<30 SEATS)
E3	HG	0.80	2-STRUCTURE-TRAIL	TRAIL_A600_W30	arm at +$600, stop behind the 30min extreme	5	4	570.0	712.5	-240.0	-300.0	-226.76	-73.24	1.0	0.0	0.0	0.0	413.75	1.0	2944	2991	5013	5860	0.0	0.0	0.0	0.0	0.0	950.0	585.0	0.0	3045.94	0.2339	2367.19	0.301			THIN(<30 SEATS)
E3	HG	0.80	2-STRUCTURE-TRAIL	TRAIL_A600_W60	arm at +$600, stop behind the 60min extreme	5	4	820.0	1025.0	10.0	12.5	-104.1	116.6	1.0	0.0	0.0	0.0	483.75	1.0	4533	6440	11864	13165	0.0	0.0	0.0	0.0	0.0	1366.67	560.0	0.0	3045.94	0.3365	2367.19	0.433			THIN(<30 SEATS)
E3	HG	0.80	2-STRUCTURE-TRAIL	TRAIL_A900_W30	arm at +$900, stop behind the 30min extreme	5	4	977.5	1221.88	167.5	209.38	-60.55	269.93	1.0	0.0	0.0	0.0	326.25	0.8	2944	5071	8496	12886	0.0	0.0	0.0	0.0	0.0	1629.17	815.0	0.0	3045.94	0.4012	2367.19	0.5162			THIN(<30 SEATS)
E3	HG	0.80	2-STRUCTURE-TRAIL	TRAIL_A900_W60	arm at +$900, stop behind the 60min extreme	5	4	871.25	1089.06	61.25	76.56	-151.37	227.93	1.0	0.0	0.0	0.0	432.5	0.8	4533	6440	11864	15038	0.0	0.0	0.0	0.0	0.0	1452.08	637.5	0.0	3045.94	0.3575	2367.19	0.4601			THIN(<30 SEATS)
E3	HG	0.80	2-STRUCTURE-TRAIL	TRAIL_A1200_W30	arm at +$1200, stop behind the 30min extreme	5	4	982.5	1228.12	172.5	215.62	-7.81	223.43	1.0	0.0	0.0	0.0	321.25	0.6	2944	5071	12737	13734	0.0	0.0	0.0	0.0	0.0	1637.5	815.0	0.0	3045.94	0.4032	2367.19	0.5188			THIN(<30 SEATS)
E3	HG	0.80	2-STRUCTURE-TRAIL	TRAIL_A1200_W60	arm at +$1200, stop behind the 60min extreme	5	4	905.0	1131.25	95.0	118.75	-76.37	195.12	1.0	0.0	0.0	0.0	398.75	0.6	4533	6440	12737	15213	0.0	0.0	0.0	0.0	0.0	1508.33	637.5	0.0	3045.94	0.3714	2367.19	0.4779			THIN(<30 SEATS)
E3	HG	0.80	4-TIME-DECAY	TIME120_T150	at entry+120min below +$150 -> exit at market	5	4	810.0	1012.5	0.0	0.0	50.0	-50.0	1.0	0.0	0.0	0.0	493.75	0.0	12737	13395	20282	21666	0.0	0.0	0.0	0.0	0.0	1350.0	727.5	0.0	3045.94	0.3324	2367.19	0.4277			THIN(<30 SEATS)
E3	HG	0.80	4-TIME-DECAY	TIME120_T300	at entry+120min below +$300 -> exit at market	5	4	810.0	1012.5	0.0	0.0	-12.11	12.11	1.0	0.0	0.0	0.0	493.75	0.0	12737	13395	20282	21666	0.0	0.0	0.0	0.0	0.0	1350.0	727.5	0.0	3045.94	0.3324	2367.19	0.4277			THIN(<30 SEATS)
E3	HG	0.80	4-TIME-DECAY	TIME180_T150	at entry+180min below +$150 -> exit at market	5	4	810.0	1012.5	0.0	0.0	11.91	-11.91	1.0	0.0	0.0	0.0	493.75	0.0	12737	13395	20282	21666	0.0	0.0	0.0	0.0	0.0	1350.0	727.5	0.0	3045.94	0.3324	2367.19	0.4277			THIN(<30 SEATS)
E3	HG	0.80	4-TIME-DECAY	TIME180_T300	at entry+180min below +$300 -> exit at market	5	4	810.0	1012.5	0.0	0.0	-19.14	19.14	1.0	0.0	0.0	0.0	493.75	0.0	12737	13395	20282	21666	0.0	0.0	0.0	0.0	0.0	1350.0	727.5	0.0	3045.94	0.3324	2367.19	0.4277			THIN(<30 SEATS)
E3	HG	0.80	5-COMBINATION	CMB_B600_TRAIL600_30	-$600 cut OR trail(+$600,30min)	5	4	570.0	712.5	-240.0	-300.0	-208.01	-91.99	1.0	0.0	0.0	0.0	413.75	1.0	2944	2991	5013	5860	0.0	0.0	0.0	0.0	0.0	950.0	585.0	0.0	3045.94	0.2339	2367.19	0.301			THIN(<30 SEATS)
E3	HG	0.80	5-COMBINATION	CMB_FLOW05_TRAIL600_30	flow cut OR trail(+$600,30min)	5	4	647.5	809.38	-162.5	-203.12	-175.59	-27.53	1.0	0.0	0.0	0.0	336.25	1.0	2252	2523	4122	5517	0.0	0.0	0.0	0.0	0.0	1079.17	593.75	0.0	3045.94	0.2657	2367.19	0.3419			THIN(<30 SEATS)
E3	HG	0.80	5-COMBINATION	CMB_B600_TRAIL600_60	-$600 cut OR trail(+$600,60min)	5	4	820.0	1025.0	10.0	12.5	-13.67	26.17	1.0	0.0	0.0	0.0	483.75	1.0	4533	6440	11864	13165	0.0	0.0	0.0	0.0	0.0	1366.67	560.0	0.0	3045.94	0.3365	2367.19	0.433			THIN(<30 SEATS)
E3	HG	0.80	5-COMBINATION	CMB_FLOW05_TRAIL600_60	flow cut OR trail(+$600,60min)	5	4	647.5	809.38	-162.5	-203.12	-275.0	71.88	1.0	0.0	0.0	0.0	336.25	1.0	2252	2523	4122	6404	0.0	0.0	0.0	0.0	0.0	1079.17	628.75	0.0	3045.94	0.2657	2367.19	0.3419			THIN(<30 SEATS)
E3	HG	0.80	5-COMBINATION	CMB_B600_TRAIL900_30	-$600 cut OR trail(+$900,30min)	5	4	977.5	1221.88	167.5	209.38	-107.23	316.61	1.0	0.0	0.0	0.0	326.25	0.8	2944	5071	8496	12886	0.0	0.0	0.0	0.0	0.0	1629.17	815.0	0.0	3045.94	0.4012	2367.19	0.5162			THIN(<30 SEATS)
E3	HG	0.80	5-COMBINATION	CMB_FLOW05_TRAIL900_30	flow cut OR trail(+$900,30min)	5	4	656.25	820.31	-153.75	-192.19	-234.18	41.99	1.0	0.0	0.0	0.0	327.5	1.0	2252	2523	4122	6196	0.0	0.0	0.0	0.0	0.0	1093.75	628.75	0.0	3045.94	0.2693	2367.19	0.3465			THIN(<30 SEATS)
E3	HG	0.80	5-COMBINATION	CMB_B600_TRAIL900_60	-$600 cut OR trail(+$900,60min)	5	4	871.25	1089.06	61.25	76.56	-73.83	150.39	1.0	0.0	0.0	0.0	432.5	0.8	4533	6440	11864	15038	0.0	0.0	0.0	0.0	0.0	1452.08	637.5	0.0	3045.94	0.3575	2367.19	0.4601			THIN(<30 SEATS)
E3	HG	0.80	5-COMBINATION	CMB_FLOW05_TRAIL900_60	flow cut OR trail(+$900,60min)	5	4	647.5	809.38	-162.5	-203.12	-240.23	37.11	1.0	0.0	0.0	0.0	336.25	1.0	2252	2523	4122	6404	0.0	0.0	0.0	0.0	0.0	1079.17	628.75	0.0	3045.94	0.2657	2367.19	0.3419			THIN(<30 SEATS)
E3	HG	0.80	5-COMBINATION	CMB_B600_TIME180_300	-$600 cut OR time-decay(180min,+$300)	5	4	810.0	1012.5	0.0	0.0	-3.32	3.32	1.0	0.0	0.0	0.0	493.75	0.0	12737	13395	20282	21666	0.0	0.0	0.0	0.0	0.0	1350.0	727.5	0.0	3045.94	0.3324	2367.19	0.4277			THIN(<30 SEATS)
E3	HG	0.80	5-COMBINATION	CMB_TRIPLE	-$600 OR trail(+$900,60min) OR time(180,+$300)	5	4	871.25	1089.06	61.25	76.56	-7.23	83.79	1.0	0.0	0.0	0.0	432.5	0.8	4533	6440	11864	15038	0.0	0.0	0.0	0.0	0.0	1452.08	637.5	0.0	3045.94	0.3575	2367.19	0.4601			THIN(<30 SEATS)
E3	HG	0.80	5-COMBINATION	CMB_FLOW_TRAIL_TIME	flow OR trail(+$600,60min) OR time(180,+$300)	5	4	647.5	809.38	-162.5	-203.12	-291.6	88.48	1.0	0.0	0.0	0.0	336.25	1.0	2252	2523	4122	6404	0.0	0.0	0.0	0.0	0.0	1079.17	628.75	0.0	3045.94	0.2657	2367.19	0.3419			THIN(<30 SEATS)
E3	HG	0.80	5-COMBINATION	CMB_ANY3_TRAIL900_60	any-3 disqualification OR trail(+$900,60)	5	4	647.5	809.38	-162.5	-203.12	-183.79	-19.33	1.0	0.0	0.0	0.0	336.25	1.0	2252	2523	4122	6404	0.0	0.0	0.0	0.0	0.0	1079.17	628.75	0.0	3045.94	0.2657	2367.19	0.3419			THIN(<30 SEATS)
E3	HG	0.80	3-PARTIAL-BANK(NEEDS>=2 CONTRACTS)	PARTIAL_B900	half off at +$900, remainder to phase close	5	4	883.75	1104.69	73.75	92.19	33.2	58.99	1.0	0.0	0.0	0.0	420.0	0.8	12737	13395	20282	21666	0.0	0.0	0.0	0.0	0.0	1472.92	842.5	0.0	3045.94	0.3627	2367.19	0.4667			THIN(<30 SEATS)
E3	HG	0.80	3-PARTIAL-BANK(NEEDS>=2 CONTRACTS)	PARTIAL_B1200	half off at +$1200, remainder to phase close	5	4	934.38	1167.97	124.38	155.47	-4.88	160.35	1.0	0.0	0.0	0.0	369.38	0.6	12737	13395	20282	21666	0.0	0.0	0.0	0.0	0.0	1557.29	842.5	0.0	3045.94	0.3835	2367.19	0.4934			THIN(<30 SEATS)
E3	NKD	0.80	0-BASELINE	PHASE_CLOSE	ride to phase close, $900 wall	12	11	463.75	505.91	0.0	0.0	0.0	0.0	0.9167	0.0	0.0	0.0	175.0	0.0	7349	10758	16184	19470	0.0	0.0	55.0	0.0	0.0	618.33	45.0	0.1111	1905.45	0.2655	1171.59	0.4318			THIN(<30 SEATS)
E3	NKD	0.80	1-MID-HOLD-DISQ	MHD_STRUCT_0.05ATR	reclaim level lost by 0.05 ATR	12	11	314.79	343.41	-148.96	-162.5	-123.3	-39.2	0.8333	-0.0834	0.0	0.0	193.75	0.0833	6644	7675	15754	17220	0.0	55.0	180.0	0.0	0.0	419.72	-80.0	0.2222	1905.45	0.1802	1171.59	0.2931			THIN(<30 SEATS)
E3	NKD	0.80	1-MID-HOLD-DISQ	MHD_STRUCT_0.10ATR	reclaim level lost by 0.10 ATR	12	11	463.75	505.91	0.0	0.0	-107.25	107.25	0.9167	0.0	0.0	0.0	175.0	0.0	7349	10758	16184	19470	0.0	0.0	55.0	0.0	0.0	618.33	45.0	0.1111	1905.45	0.2655	1171.59	0.4318			THIN(<30 SEATS)
E3	NKD	0.80	1-MID-HOLD-DISQ	MHD_STRUCT_0.20ATR	reclaim level lost by 0.20 ATR	12	11	463.75	505.91	0.0	0.0	-111.51	111.51	0.9167	0.0	0.0	0.0	175.0	0.0	7349	10758	16184	19470	0.0	0.0	55.0	0.0	0.0	618.33	45.0	0.1111	1905.45	0.2655	1171.59	0.4318			THIN(<30 SEATS)
